max_depth	minbucket	min_split	cp	ganancia_promedio
7	320	810	-0.1	4504000
7	320	820	-0.03	4576667
7	320	820	-0.07	4576667
7	320	820	-0.1	4576667
7	320	830	-0.03	4576667
7	320	830	-0.07	4576667
7	320	830	-0.1	4576667
7	320	840	-0.03	4464667
7	320	840	-0.07	4464667
7	320	840	-0.1	4464667
7	320	850	-0.03	4464667
7	320	850	-0.07	4464667
7	320	850	-0.1	4464667
7	320	860	-0.03	4464667
7	320	860	-0.07	4464667
7	320	860	-0.1	4464667
7	320	870	-0.03	4464667
7	320	870	-0.07	4464667
7	320	870	-0.1	4464667
7	325	800	-0.03	4516667
7	325	800	-0.07	4516667
7	325	800	-0.1	4516667
7	325	810	-0.03	4516667
7	325	810	-0.07	4516667
7	325	810	-0.1	4516667
7	325	820	-0.03	4589333
7	325	820	-0.07	4589333
7	325	820	-0.1	4589333
7	325	830	-0.03	4589333
7	325	830	-0.07	4589333
7	325	830	-0.1	4589333
7	325	840	-0.03	4477333
7	325	840	-0.07	4477333
7	325	840	-0.1	4477333
7	325	850	-0.03	4477333
7	325	850	-0.07	4477333
7	325	850	-0.1	4477333
7	325	860	-0.03	4477333
7	325	860	-0.07	4477333
7	325	860	-0.1	4477333
7	325	870	-0.03	4477333
7	325	870	-0.07	4477333
7	325	870	-0.1	4477333
7	330	800	-0.03	4499333
7	330	800	-0.07	4499333
7	330	800	-0.1	4499333
7	330	810	-0.03	4499333
7	330	810	-0.07	4499333
7	330	810	-0.1	4499333
7	330	820	-0.03	4572000
7	330	820	-0.07	4572000
7	330	820	-0.1	4572000
7	330	830	-0.03	4572000
7	330	830	-0.07	4572000
7	330	830	-0.1	4572000
7	330	840	-0.03	4460000
7	330	840	-0.07	4460000
7	330	840	-0.1	4460000
7	330	850	-0.03	4460000
7	330	850	-0.07	4460000
7	330	850	-0.1	4460000
7	330	860	-0.03	4460000
7	330	860	-0.07	4460000
7	330	860	-0.1	4460000
7	330	870	-0.03	4460000
7	330	870	-0.07	4460000
7	330	870	-0.1	4460000
7	335	800	-0.03	4509333
7	335	800	-0.07	4509333
7	335	800	-0.1	4509333
7	335	810	-0.03	4509333
7	335	810	-0.07	4509333
7	335	810	-0.1	4509333
7	335	820	-0.03	4582000
7	335	820	-0.07	4582000
7	335	820	-0.1	4582000
7	335	830	-0.03	4582000
7	335	830	-0.07	4582000
7	335	830	-0.1	4582000
7	335	840	-0.03	4470000
7	335	840	-0.07	4470000
7	335	840	-0.1	4470000
7	335	850	-0.03	4470000
7	335	850	-0.07	4470000
7	335	850	-0.1	4470000
7	335	860	-0.03	4470000
7	335	860	-0.07	4470000
7	335	860	-0.1	4470000
7	335	870	-0.03	4470000
7	335	870	-0.07	4470000
7	335	870	-0.1	4470000
7	340	800	-0.03	4632667
7	340	800	-0.07	4632667
7	340	800	-0.1	4632667
7	340	810	-0.03	4632667
7	340	810	-0.07	4632667
7	340	810	-0.1	4632667
7	340	820	-0.03	4705333
7	340	820	-0.07	4705333
7	340	820	-0.1	4705333
7	340	830	-0.03	4705333
7	340	830	-0.07	4705333
7	340	830	-0.1	4705333
7	340	840	-0.03	4593333
7	340	840	-0.07	4593333
7	340	840	-0.1	4593333
7	340	850	-0.03	4593333
7	340	850	-0.07	4593333
7	340	850	-0.1	4593333
7	340	860	-0.03	4593333
7	340	860	-0.07	4593333
7	340	860	-0.1	4593333
7	340	870	-0.03	4593333
7	340	870	-0.07	4593333
7	340	870	-0.1	4593333
7	345	800	-0.03	4684000
7	345	800	-0.07	4684000
7	345	800	-0.1	4684000
7	345	810	-0.03	4684000
7	345	810	-0.07	4684000
7	345	810	-0.1	4684000
7	345	820	-0.03	4756667
7	345	820	-0.07	4756667
7	345	820	-0.1	4756667
7	345	830	-0.03	4756667
7	345	830	-0.07	4756667
7	345	830	-0.1	4756667
7	345	840	-0.03	4646667
7	345	840	-0.07	4646667
7	345	840	-0.1	4646667
7	345	850	-0.03	4646667
7	345	850	-0.07	4646667
7	345	850	-0.1	4646667
7	345	860	-0.03	4646667
7	345	860	-0.07	4646667
7	345	860	-0.1	4646667
7	345	870	-0.03	4646667
7	345	870	-0.07	4646667
7	345	870	-0.1	4646667
7	350	800	-0.03	4553333
7	350	800	-0.07	4553333
7	350	800	-0.1	4553333
7	350	810	-0.03	4553333
7	350	810	-0.07	4553333
7	350	810	-0.1	4553333
7	350	820	-0.03	4626000
7	350	820	-0.07	4626000
7	350	820	-0.1	4626000
7	350	830	-0.03	4626000
7	350	830	-0.07	4626000
7	350	830	-0.1	4626000
7	350	840	-0.03	4626000
7	350	840	-0.07	4626000
7	350	840	-0.1	4626000
7	350	850	-0.03	4626000
7	350	850	-0.07	4626000
7	350	850	-0.1	4626000
7	350	860	-0.03	4626000
7	350	860	-0.07	4626000
7	350	860	-0.1	4626000
7	350	870	-0.03	4626000
7	350	870	-0.07	4626000
7	350	870	-0.1	4626000
