max_depth	min_bucket	min_split	peso_error	cp	ganancia_promedio
5	390	1000	100	-0.1	11156000
5	390	1000	200	-0.1	11433333
5	390	1000	244	-0.1	11605333
5	390	1000	270	-0.1	11432000
5	390	900	1	-0.1	10832667
5	390	900	10	-0.1	11430000
5	390	900	100	-0.1	11156000
5	390	900	200	-0.1	11433333
5	390	900	244	-0.1	11605333
5	390	900	270	-0.1	11432000
5	390	800	1	-0.1	10832667
5	390	800	10	-0.1	11430000
5	390	800	100	-0.1	11196000
5	390	800	200	-0.1	11433333
5	390	800	244	-0.1	11605333
5	390	800	270	-0.1	11432000
5	420	1000	1	-0.1	11090000
5	420	1000	10	-0.1	11678000
5	420	1000	100	-0.1	11217333
5	420	1000	200	-0.1	11650000
5	420	1000	244	-0.1	11483333
5	420	1000	270	-0.1	11310000
5	420	900	1	-0.1	1.1e+07
5	420	900	10	-0.1	11632000
5	420	900	100	-0.1	11217333
5	420	900	200	-0.1	11650000
5	420	900	244	-0.1	11483333
5	420	900	270	-0.1	11310000
6	300	1000	1	-0.1	10866667
6	300	1000	10	-0.1	10786000
6	300	1000	100	-0.1	11148000
6	300	1000	200	-0.1	11290667
6	300	1000	244	-0.1	11759333
6	300	1000	270	-0.1	11642000
6	300	900	1	-0.1	10464000
6	300	900	10	-0.1	10486000
6	300	900	100	-0.1	11148000
6	300	900	200	-0.1	11392000
6	300	900	244	-0.1	11675333
6	300	900	270	-0.1	11558000
6	300	800	1	-0.1	10360667
6	300	800	10	-0.1	10486000
6	300	800	100	-0.1	10944667
6	300	800	200	-0.1	11331333
6	300	800	244	-0.1	11614667
6	300	800	270	-0.1	11497333
6	300	700	1	-0.1	10202000
6	300	700	10	-0.1	10486000
6	300	700	100	-0.1	10878667
6	300	700	200	-0.1	11331333
6	300	700	244	-0.1	11614667
6	300	700	270	-0.1	11497333
6	300	600	1	-0.1	10418000
6	300	600	10	-0.1	10614667
6	300	600	100	-0.1	10878667
6	300	600	200	-0.1	11333333
6	300	600	244	-0.1	11614667
6	300	600	270	-0.1	11497333
6	330	1000	1	-0.1	10722667
6	330	1000	10	-0.1	10579333
6	330	1000	100	-0.1	11006000
6	330	1000	200	-0.1	11570000
6	330	1000	244	-0.1	11820000
6	330	1000	270	-0.1	11702667
6	330	900	1	-0.1	10681333
6	330	900	10	-0.1	10348667
6	330	900	100	-0.1	11006000
6	330	900	200	-0.1	11597333
6	330	900	244	-0.1	11736000
6	330	900	270	-0.1	11618667
6	330	800	1	-0.1	10580667
6	330	800	10	-0.1	10475333
6	330	800	100	-0.1	10794667
6	330	800	200	-0.1	11536667
6	330	800	244	-0.1	11675333
6	330	800	270	-0.1	11558000
6	330	700	1	-0.1	10411333
6	330	700	10	-0.1	10475333
6	330	700	100	-0.1	10728667
6	330	700	200	-0.1	11536667
6	330	700	244	-0.1	11675333
6	330	700	270	-0.1	11558000
6	360	1000	1	-0.1	10822000
6	360	1000	10	-0.1	10954667
6	360	1000	100	-0.1	10994000
6	360	1000	200	-0.1	11924667
6	360	1000	244	-0.1	12112667
6	360	1000	270	-0.1	11876000
6	360	900	1	-0.1	10794000
6	360	900	10	-0.1	10960667
6	360	900	100	-0.1	10994000
6	360	900	200	-0.1	11970667
6	360	900	244	-0.1	12020000
6	360	900	270	-0.1	11876000
6	360	800	1	-0.1	10713333
6	360	800	10	-0.1	10950667
6	360	800	100	-0.1	10782667
6	360	800	200	-0.1	11914000
6	360	800	244	-0.1	11963333
6	360	800	270	-0.1	11819333
6	390	1000	1	-0.1	11086000
6	390	1000	10	-0.1	10832000
6	390	1000	100	-0.1	11438000
6	390	1000	200	-0.1	11639333
6	390	1000	244	-0.1	11898667
6	390	1000	270	-0.1	11570000
6	390	900	1	-0.1	10947333
6	390	900	10	-0.1	10767333
6	390	900	100	-0.1	11438000
6	390	900	200	-0.1	11682000
6	390	900	244	-0.1	11799333
6	390	900	270	-0.1	11470667
6	390	800	1	-0.1	10796000
6	390	800	10	-0.1	10767333
6	390	800	100	-0.1	11336000
6	390	800	200	-0.1	11654667
6	390	800	244	-0.1	11772000
6	390	800	270	-0.1	11443333
6	420	1000	1	-0.1	11294667
6	420	1000	10	-0.1	10456000
6	420	1000	100	-0.1	11445333
6	420	1000	200	-0.1	11486667
6	420	1000	244	-0.1	11938000
6	420	1000	270	-0.1	11609333
6	420	900	1	-0.1	11033333
6	420	900	10	-0.1	10360000
6	420	900	100	-0.1	11445333
6	420	900	200	-0.1	11519333
6	420	900	244	-0.1	11829333
6	420	900	270	-0.1	11500667
7	300	1000	1	-0.1	11064000
7	300	1000	10	-0.1	10908000
7	300	1000	100	-0.1	11095333
7	300	1000	200	-0.1	11634000
7	300	1000	244	-0.1	11184000
7	300	1000	270	-0.1	11245333
7	300	900	1	-0.1	10798667
7	300	900	10	-0.1	10514000
7	300	900	100	-0.1	11087333
7	300	900	200	-0.1	11472000
7	300	900	244	-0.1	10871333
7	300	900	270	-0.1	10994667
7	300	800	1	-0.1	10733333
7	300	800	10	-0.1	10350000
7	300	800	100	-0.1	10884000
7	300	800	200	-0.1	11380000
7	300	800	244	-0.1	10728000
7	300	800	270	-0.1	10851333
7	300	700	1	-0.1	10732667
7	300	700	10	-0.1	10273333
7	300	700	100	-0.1	10774667
7	300	700	200	-0.1	11380000
7	300	700	244	-0.1	10784000
7	300	700	270	-0.1	10907333
7	300	600	1	-0.1	10916000
7	300	600	10	-0.1	10428667
7	300	600	100	-0.1	10774667
7	300	600	200	-0.1	11451333
7	300	600	244	-0.1	10852667
7	300	600	270	-0.1	10976000
7	330	1000	1	-0.1	10756000
7	330	1000	10	-0.1	10446000
7	330	1000	100	-0.1	10838000
7	330	1000	200	-0.1	12022667
7	330	1000	244	-0.1	11452000
7	330	1000	270	-0.1	11513333
7	330	900	1	-0.1	10768667
7	330	900	10	-0.1	10121333
7	330	900	100	-0.1	10856667
7	330	900	200	-0.1	11866000
7	330	900	244	-0.1	11120667
7	330	900	270	-0.1	11244000
7	330	800	1	-0.1	10624000
7	330	800	10	-0.1	10096000
7	330	800	100	-0.1	10645333
7	330	800	200	-0.1	11754000
7	330	800	244	-0.1	11006667
7	330	800	270	-0.1	11130000
7	330	700	1	-0.1	10496667
7	330	700	10	-0.1	9967333
7	330	700	100	-0.1	10495333
7	330	700	200	-0.1	11754000
7	330	700	244	-0.1	11062667
7	330	700	270	-0.1	11186000
7	360	1000	1	-0.1	10790000
7	360	1000	10	-0.1	11055333
7	360	1000	100	-0.1	11206000
7	360	1000	200	-0.1	11622667
7	360	1000	244	-0.1	11711333
7	360	1000	270	-0.1	11908000
7	360	900	1	-0.1	10724667
7	360	900	10	-0.1	10790000
7	360	900	100	-0.1	11207333
7	360	900	200	-0.1	11380667
7	360	900	244	-0.1	11469333
7	360	900	270	-0.1	11820667
7	360	800	1	-0.1	10590000
7	360	800	10	-0.1	10623333
7	360	800	100	-0.1	10996000
7	360	800	200	-0.1	11272667
7	360	800	244	-0.1	11412667
7	360	800	270	-0.1	11764000
7	390	1000	1	-0.1	11168000
7	390	1000	10	-0.1	10421333
7	390	1000	100	-0.1	11381333
7	390	1000	200	-0.1	11609333
7	390	1000	244	-0.1	11434000
7	390	1000	270	-0.1	11586667
7	390	900	1	-0.1	10958667
7	390	900	10	-0.1	10217333
7	390	900	100	-0.1	11382667
7	390	900	200	-0.1	11542667
7	390	900	244	-0.1	11185333
7	390	900	270	-0.1	11400000
7	390	800	1	-0.1	10728000
7	390	800	10	-0.1	10112000
7	390	800	100	-0.1	11280667
7	390	800	200	-0.1	11474667
7	390	800	244	-0.1	11158000
7	390	800	270	-0.1	11372667
7	420	1000	1	-0.1	11492667
7	420	1000	10	-0.1	10072000
7	420	1000	100	-0.1	11204667
7	420	1000	200	-0.1	11312000
7	420	1000	244	-0.1	11628667
7	420	1000	270	-0.1	11710667
7	420	900	1	-0.1	11271333
7	420	900	10	-0.1	9704000
7	420	900	100	-0.1	11200667
7	420	900	200	-0.1	11333333
7	420	900	244	-0.1	11432667
7	420	900	270	-0.1	11586000
8	300	1000	1	-0.1	10967333
8	300	1000	10	-0.1	10826667
8	300	1000	100	-0.1	10832000
8	300	1000	200	-0.1	11468667
8	300	1000	244	-0.1	11300000
8	300	1000	270	-0.1	11512667
8	300	900	1	-0.1	10642000
8	300	900	10	-0.1	10334667
8	300	900	100	-0.1	10630000
8	300	900	200	-0.1	11012667
8	300	900	244	-0.1	10887333
8	300	900	270	-0.1	11262000
8	300	800	1	-0.1	10553333
8	300	800	10	-0.1	10170667
8	300	800	100	-0.1	10376000
8	300	800	200	-0.1	10842667
8	300	800	244	-0.1	10848667
8	300	800	270	-0.1	11156000
8	300	700	1	-0.1	10552667
8	300	700	10	-0.1	9938667
8	300	700	100	-0.1	10236667
8	300	700	200	-0.1	10777333
8	300	700	244	-0.1	10710667
8	300	700	270	-0.1	11059333
8	300	600	1	-0.1	10531333
8	300	600	10	-0.1	9789333
8	300	600	100	-0.1	10127333
8	300	600	200	-0.1	10932667
8	300	600	244	-0.1	10864667
8	300	600	270	-0.1	11225333
8	330	1000	1	-0.1	10660667
8	330	1000	10	-0.1	10446000
8	330	1000	100	-0.1	10478667
8	330	1000	200	-0.1	12060000
8	330	1000	244	-0.1	11381333
8	330	1000	270	-0.1	11594000
8	330	900	1	-0.1	10613333
8	330	900	10	-0.1	10051333
8	330	900	100	-0.1	10303333
8	330	900	200	-0.1	11508667
8	330	900	244	-0.1	10678667
8	330	900	270	-0.1	11053333
8	330	800	1	-0.1	10414667
8	330	800	10	-0.1	10026000
8	330	800	100	-0.1	10092000
8	330	800	200	-0.1	11352667
8	330	800	244	-0.1	10564667
8	330	800	270	-0.1	10872000
8	330	700	1	-0.1	10287333
8	330	700	10	-0.1	9556667
8	330	700	100	-0.1	10000667
8	330	700	200	-0.1	11288667
8	330	700	244	-0.1	10486000
8	330	700	270	-0.1	10834667
8	360	1000	1	-0.1	10556667
8	360	1000	10	-0.1	10440667
8	360	1000	100	-0.1	10780000
8	360	1000	200	-0.1	11653333
8	360	1000	244	-0.1	11432000
8	360	1000	270	-0.1	11817333
8	360	900	1	-0.1	10430667
8	360	900	10	-0.1	10077333
8	360	900	100	-0.1	10615333
8	360	900	200	-0.1	11293333
8	360	900	244	-0.1	10818667
8	360	900	270	-0.1	11458667
8	360	800	1	-0.1	10296000
8	360	800	10	-0.1	9910667
8	360	800	100	-0.1	10404000
8	360	800	200	-0.1	11078000
8	360	800	244	-0.1	10762000
8	360	800	270	-0.1	11334667
8	390	1000	1	-0.1	10976000
8	390	1000	10	-0.1	9976667
8	390	1000	100	-0.1	10797333
8	390	1000	200	-0.1	11775333
8	390	1000	244	-0.1	11596667
8	390	1000	270	-0.1	11994667
8	390	900	1	-0.1	10732667
8	390	900	10	-0.1	9674667
8	390	900	100	-0.1	10769333
8	390	900	200	-0.1	11691333
8	390	900	244	-0.1	10964667
8	390	900	270	-0.1	11506000
8	390	800	1	-0.1	10502000
8	390	800	10	-0.1	9569333
8	390	800	100	-0.1	10696000
8	390	800	200	-0.1	11540667
8	390	800	244	-0.1	10937333
8	390	800	270	-0.1	11422667
8	420	1000	1	-0.1	11325333
8	420	1000	10	-0.1	9668000
8	420	1000	100	-0.1	11088000
8	420	1000	200	-0.1	11188667
8	420	1000	244	-0.1	11910667
8	420	1000	270	-0.1	11892667
8	420	900	1	-0.1	11209333
8	420	900	10	-0.1	9300000
8	420	900	100	-0.1	11054667
8	420	900	200	-0.1	11204667
8	420	900	244	-0.1	11349333
8	420	900	270	-0.1	11466000
9	300	1000	1	-0.1	10967333
9	300	1000	10	-0.1	10674667
9	300	1000	100	-0.1	10953333
9	300	1000	200	-0.1	11440667
9	300	1000	244	-0.1	11686667
9	300	1000	270	-0.1	11414000
9	300	900	1	-0.1	10642000
9	300	900	10	-0.1	10199333
9	300	900	100	-0.1	10763333
9	300	900	200	-0.1	10984667
9	300	900	244	-0.1	11274000
9	300	900	270	-0.1	11063333
9	300	800	1	-0.1	10553333
9	300	800	10	-0.1	9821333
9	300	800	100	-0.1	10524000
9	300	800	200	-0.1	10778000
9	300	800	244	-0.1	11235333
9	300	800	270	-0.1	10957333
9	300	700	1	-0.1	10487333
9	300	700	10	-0.1	9589333
9	300	700	100	-0.1	10263333
9	300	700	200	-0.1	10712667
9	300	700	244	-0.1	11016000
9	300	700	270	-0.1	10779333
9	300	600	1	-0.1	10629333
9	300	600	10	-0.1	9391333
9	300	600	100	-0.1	10154000
9	300	600	200	-0.1	10699333
9	300	600	244	-0.1	11174000
9	300	600	270	-0.1	10902667
9	330	1000	1	-0.1	10660667
9	330	1000	10	-0.1	10446000
9	330	1000	100	-0.1	10600000
9	330	1000	200	-0.1	11820667
9	330	1000	244	-0.1	11972667
9	330	1000	270	-0.1	11713333
9	330	900	1	-0.1	10613333
9	330	900	10	-0.1	9992667
9	330	900	100	-0.1	10424667
9	330	900	200	-0.1	11269333
9	330	900	244	-0.1	11190000
9	330	900	270	-0.1	10992667
9	330	800	1	-0.1	10414667
9	330	800	10	-0.1	9967333
9	330	800	100	-0.1	10283333
9	330	800	200	-0.1	11113333
9	330	800	244	-0.1	11076000
9	330	800	270	-0.1	10811333
9	330	700	1	-0.1	10206667
9	330	700	10	-0.1	9460667
9	330	700	100	-0.1	10249333
9	330	700	200	-0.1	11049333
9	330	700	244	-0.1	10997333
9	330	700	270	-0.1	10774000
9	360	1000	1	-0.1	10556667
9	360	1000	10	-0.1	10440667
9	360	1000	100	-0.1	10812667
9	360	1000	200	-0.1	11369333
9	360	1000	244	-0.1	11812667
9	360	1000	270	-0.1	11882667
9	360	900	1	-0.1	10430667
9	360	900	10	-0.1	10094000
9	360	900	100	-0.1	10648000
9	360	900	200	-0.1	11009333
9	360	900	244	-0.1	11119333
9	360	900	270	-0.1	11520667
9	360	800	1	-0.1	10296000
9	360	800	10	-0.1	9927333
9	360	800	100	-0.1	10487333
9	360	800	200	-0.1	10794000
9	360	800	244	-0.1	11062667
9	360	800	270	-0.1	11321333
9	390	1000	1	-0.1	10852000
9	390	1000	10	-0.1	9976667
9	390	1000	100	-0.1	10594000
9	390	1000	200	-0.1	11818000
9	390	1000	244	-0.1	11889333
9	390	1000	270	-0.1	12103333
9	390	900	1	-0.1	10608667
9	390	900	10	-0.1	9671333
9	390	900	100	-0.1	10566000
9	390	900	200	-0.1	11689333
9	390	900	244	-0.1	11257333
9	390	900	270	-0.1	11614667
9	390	800	1	-0.1	10378000
9	390	800	10	-0.1	9566000
9	390	800	100	-0.1	10501333
9	390	800	200	-0.1	11502667
9	390	800	244	-0.1	11230000
9	390	800	270	-0.1	11568000
9	420	1000	1	-0.1	11201333
9	420	1000	10	-0.1	9668000
9	420	1000	100	-0.1	10781333
9	420	1000	200	-0.1	10934000
9	420	1000	244	-0.1	11822000
9	420	1000	270	-0.1	11833333
9	420	900	1	-0.1	11085333
9	420	900	10	-0.1	9298667
9	420	900	100	-0.1	10748000
9	420	900	200	-0.1	10950000
9	420	900	244	-0.1	11260667
9	420	900	270	-0.1	11406667
