max_depth	min_bucket	min_split	peso_error	cp	ganancia_promedio
5	300	800	270	-0.1	11122000
5	300	800	300	-0.1	10711333
5	300	800	350	-0.1	11227333
5	300	800	400	-0.1	11058000
5	300	800	450	-0.1	11281333
5	300	600	1	-0.1	10812000
5	300	600	10	-0.1	11632667
5	300	600	100	-0.1	11156000
5	300	600	200	-0.1	11566000
5	300	600	244	-0.1	11605333
5	300	600	270	-0.1	11122000
5	300	600	300	-0.1	10711333
5	300	600	350	-0.1	11227333
5	300	600	400	-0.1	11058000
5	300	600	450	-0.1	11281333
5	340	1400	1	-0.1	11022667
5	340	1400	10	-0.1	11857333
5	340	1400	100	-0.1	11452667
5	340	1400	200	-0.1	11433333
5	340	1400	244	-0.1	11605333
5	340	1400	270	-0.1	11432000
5	340	1400	300	-0.1	11246667
5	340	1400	350	-0.1	11732667
5	340	1400	400	-0.1	11585333
5	340	1400	450	-0.1	11316667
5	340	1200	1	-0.1	11022667
5	340	1200	10	-0.1	11763333
5	340	1200	100	-0.1	11435333
5	340	1200	200	-0.1	11433333
5	340	1200	244	-0.1	11605333
5	340	1200	270	-0.1	11432000
5	340	1200	300	-0.1	11246667
5	340	1200	350	-0.1	11732667
5	340	1200	400	-0.1	11585333
5	340	1200	450	-0.1	11316667
5	340	1000	1	-0.1	10894000
5	340	1000	10	-0.1	11546667
5	340	1000	100	-0.1	11323333
5	340	1000	200	-0.1	11433333
5	340	1000	244	-0.1	11605333
5	340	1000	270	-0.1	11432000
5	340	1000	300	-0.1	11246667
5	340	1000	350	-0.1	11732667
5	340	1000	400	-0.1	11585333
5	340	1000	450	-0.1	11316667
5	340	800	1	-0.1	10804000
5	340	800	10	-0.1	11620667
5	340	800	100	-0.1	11253333
5	340	800	200	-0.1	11433333
5	340	800	244	-0.1	11605333
5	340	800	270	-0.1	11432000
5	340	800	300	-0.1	11246667
5	340	800	350	-0.1	11732667
5	340	800	400	-0.1	11585333
5	340	800	450	-0.1	11316667
5	380	1400	1	-0.1	11104000
5	380	1400	10	-0.1	11857333
5	380	1400	100	-0.1	11451333
5	380	1400	200	-0.1	11433333
5	380	1400	244	-0.1	11605333
5	380	1400	270	-0.1	11432000
5	380	1400	300	-0.1	11246667
5	380	1400	350	-0.1	11732667
5	380	1400	400	-0.1	11585333
5	380	1400	450	-0.1	11316667
5	380	1200	1	-0.1	11104000
5	380	1200	10	-0.1	11754667
5	380	1200	100	-0.1	11434000
5	380	1200	200	-0.1	11433333
5	380	1200	244	-0.1	11605333
5	380	1200	270	-0.1	11432000
5	380	1200	300	-0.1	11246667
5	380	1200	350	-0.1	11732667
5	380	1200	400	-0.1	11585333
5	380	1200	450	-0.1	11316667
5	380	1000	1	-0.1	10933333
5	380	1000	10	-0.1	11550667
5	380	1000	100	-0.1	11322000
5	380	1000	200	-0.1	11433333
5	380	1000	244	-0.1	11605333
5	380	1000	270	-0.1	11432000
5	380	1000	300	-0.1	11246667
5	380	1000	350	-0.1	11732667
5	380	1000	400	-0.1	11585333
5	380	1000	450	-0.1	11316667
5	380	800	1	-0.1	10843333
5	380	800	10	-0.1	11421333
5	380	800	100	-0.1	11362000
5	380	800	200	-0.1	11433333
5	380	800	244	-0.1	11605333
5	380	800	270	-0.1	11432000
5	380	800	300	-0.1	11246667
5	380	800	350	-0.1	11732667
5	380	800	400	-0.1	11585333
5	380	800	450	-0.1	11316667
5	420	1400	1	-0.1	11087333
5	420	1400	10	-0.1	11987333
5	420	1400	100	-0.1	11346667
5	420	1400	200	-0.1	11650000
5	420	1400	244	-0.1	11483333
5	420	1400	270	-0.1	11310000
5	420	1400	300	-0.1	11329333
5	420	1400	350	-0.1	11815333
5	420	1400	400	-0.1	11668000
5	420	1400	450	-0.1	11774000
5	420	1200	1	-0.1	11087333
5	420	1200	10	-0.1	11872667
5	420	1200	100	-0.1	11329333
5	420	1200	200	-0.1	11650000
5	420	1200	244	-0.1	11483333
5	420	1200	270	-0.1	11310000
5	420	1200	300	-0.1	11329333
5	420	1200	350	-0.1	11815333
5	420	1200	400	-0.1	11668000
5	420	1200	450	-0.1	11774000
5	420	1000	1	-0.1	11090000
5	420	1000	10	-0.1	11678000
5	420	1000	100	-0.1	11217333
5	420	1000	200	-0.1	11650000
5	420	1000	244	-0.1	11483333
5	420	1000	270	-0.1	11310000
5	420	1000	300	-0.1	11329333
5	420	1000	350	-0.1	11815333
5	420	1000	400	-0.1	11668000
5	420	1000	450	-0.1	11774000
5	460	1400	1	-0.1	11121333
5	460	1400	10	-0.1	12083333
5	460	1400	100	-0.1	11531333
5	460	1400	200	-0.1	11650000
5	460	1400	244	-0.1	11652000
5	460	1400	270	-0.1	11478667
5	460	1400	300	-0.1	11329333
5	460	1400	350	-0.1	11796000
5	460	1400	400	-0.1	11648667
5	460	1400	450	-0.1	11754667
5	460	1200	1	-0.1	11121333
5	460	1200	10	-0.1	12015333
5	460	1200	100	-0.1	11513333
5	460	1200	200	-0.1	11650000
5	460	1200	244	-0.1	11652000
5	460	1200	270	-0.1	11478667
5	460	1200	300	-0.1	11329333
5	460	1200	350	-0.1	11796000
5	460	1200	400	-0.1	11648667
5	460	1200	450	-0.1	11754667
5	460	1000	1	-0.1	11091333
5	460	1000	10	-0.1	11820667
5	460	1000	100	-0.1	11401333
5	460	1000	200	-0.1	11650000
5	460	1000	244	-0.1	11652000
5	460	1000	270	-0.1	11478667
5	460	1000	300	-0.1	11329333
5	460	1000	350	-0.1	11796000
5	460	1000	400	-0.1	11648667
5	460	1000	450	-0.1	11754667
5	500	1400	1	-0.1	11120667
5	500	1400	10	-0.1	12083333
5	500	1400	100	-0.1	11505333
5	500	1400	200	-0.1	11606667
5	500	1400	244	-0.1	11492000
5	500	1400	270	-0.1	11318667
5	500	1400	300	-0.1	11265333
5	500	1400	350	-0.1	11796000
5	500	1400	400	-0.1	11648667
5	500	1400	450	-0.1	11754667
5	500	1200	1	-0.1	11120667
5	500	1200	10	-0.1	12157333
5	500	1200	100	-0.1	11505333
5	500	1200	200	-0.1	11606667
5	500	1200	244	-0.1	11492000
5	500	1200	270	-0.1	11318667
5	500	1200	300	-0.1	11265333
5	500	1200	350	-0.1	11796000
5	500	1200	400	-0.1	11648667
5	500	1200	450	-0.1	11754667
5	500	1000	1	-0.1	11035333
5	500	1000	10	-0.1	11934667
5	500	1000	100	-0.1	11505333
5	500	1000	200	-0.1	11606667
5	500	1000	244	-0.1	11492000
5	500	1000	270	-0.1	11318667
5	500	1000	300	-0.1	11265333
5	500	1000	350	-0.1	11796000
5	500	1000	400	-0.1	11648667
5	500	1000	450	-0.1	11754667
6	300	1400	1	-0.1	10892000
6	300	1400	10	-0.1	11242667
6	300	1400	100	-0.1	11236000
6	300	1400	200	-0.1	11462000
6	300	1400	244	-0.1	11766000
6	300	1400	270	-0.1	11775333
6	300	1400	300	-0.1	11836000
6	300	1400	350	-0.1	12208000
6	300	1400	400	-0.1	11953333
6	300	1400	450	-0.1	12074000
6	300	1200	1	-0.1	10692667
6	300	1200	10	-0.1	10976000
6	300	1200	100	-0.1	11308000
6	300	1200	200	-0.1	11462000
6	300	1200	244	-0.1	11860000
6	300	1200	270	-0.1	11742667
6	300	1200	300	-0.1	11803333
6	300	1200	350	-0.1	12208000
6	300	1200	400	-0.1	11953333
6	300	1200	450	-0.1	12074000
6	300	1000	1	-0.1	10866667
6	300	1000	10	-0.1	10786000
6	300	1000	100	-0.1	11148000
6	300	1000	200	-0.1	11290667
6	300	1000	244	-0.1	11759333
6	300	1000	270	-0.1	11642000
6	300	1000	300	-0.1	11874000
6	300	1000	350	-0.1	12278667
6	300	1000	400	-0.1	12024000
6	300	1000	450	-0.1	12074000
6	300	800	1	-0.1	10360667
6	300	800	10	-0.1	10486000
6	300	800	100	-0.1	10944667
6	300	800	200	-0.1	11331333
6	300	800	244	-0.1	11614667
6	300	800	270	-0.1	11497333
6	300	800	300	-0.1	11729333
6	300	800	350	-0.1	12218000
6	300	800	400	-0.1	11963333
6	300	800	450	-0.1	12074000
6	300	600	1	-0.1	10418000
6	300	600	10	-0.1	10614667
6	300	600	100	-0.1	10878667
6	300	600	200	-0.1	11333333
6	300	600	244	-0.1	11614667
6	300	600	270	-0.1	11497333
6	300	600	300	-0.1	11729333
6	300	600	350	-0.1	12218000
6	300	600	400	-0.1	11963333
6	300	600	450	-0.1	11883333
6	340	1400	1	-0.1	10902000
6	340	1400	10	-0.1	11212667
6	340	1400	100	-0.1	11134000
6	340	1400	200	-0.1	11741333
6	340	1400	244	-0.1	11826667
6	340	1400	270	-0.1	11716667
6	340	1400	300	-0.1	11922000
6	340	1400	350	-0.1	12203333
6	340	1400	400	-0.1	11968667
6	340	1400	450	-0.1	12256667
6	340	1200	1	-0.1	10674000
6	340	1200	10	-0.1	10943333
6	340	1200	100	-0.1	11240667
6	340	1200	200	-0.1	11741333
6	340	1200	244	-0.1	11920667
6	340	1200	270	-0.1	11684000
6	340	1200	300	-0.1	11889333
6	340	1200	350	-0.1	12203333
6	340	1200	400	-0.1	11968667
6	340	1200	450	-0.1	12256667
6	340	1000	1	-0.1	10668000
6	340	1000	10	-0.1	10637333
6	340	1000	100	-0.1	11008667
6	340	1000	200	-0.1	11570000
6	340	1000	244	-0.1	11820000
6	340	1000	270	-0.1	11583333
6	340	1000	300	-0.1	11960000
6	340	1000	350	-0.1	12274000
6	340	1000	400	-0.1	12039333
6	340	1000	450	-0.1	12336000
6	340	800	1	-0.1	10554667
6	340	800	10	-0.1	10757333
6	340	800	100	-0.1	10797333
6	340	800	200	-0.1	11566667
6	340	800	244	-0.1	11675333
6	340	800	270	-0.1	11438667
6	340	800	300	-0.1	11815333
6	340	800	350	-0.1	12213333
6	340	800	400	-0.1	11978667
6	340	800	450	-0.1	12336000
6	380	1400	1	-0.1	11238667
6	380	1400	10	-0.1	11323333
6	380	1400	100	-0.1	11604667
6	380	1400	200	-0.1	11842000
6	380	1400	244	-0.1	11988667
6	380	1400	270	-0.1	11786667
6	380	1400	300	-0.1	11992000
6	380	1400	350	-0.1	12330000
6	380	1400	400	-0.1	12145333
6	380	1400	450	-0.1	12530667
6	380	1200	1	-0.1	11076000
6	380	1200	10	-0.1	11066667
6	380	1200	100	-0.1	11711333
6	380	1200	200	-0.1	11842000
6	380	1200	244	-0.1	12082667
6	380	1200	270	-0.1	11754000
6	380	1200	300	-0.1	11959333
6	380	1200	350	-0.1	12330000
6	380	1200	400	-0.1	12145333
6	380	1200	450	-0.1	12530667
6	380	1000	1	-0.1	10896000
6	380	1000	10	-0.1	10773333
6	380	1000	100	-0.1	11480000
6	380	1000	200	-0.1	11670667
6	380	1000	244	-0.1	11948667
6	380	1000	270	-0.1	11620000
6	380	1000	300	-0.1	11996667
6	380	1000	350	-0.1	12367333
6	380	1000	400	-0.1	12182667
6	380	1000	450	-0.1	12621333
6	380	800	1	-0.1	10702667
6	380	800	10	-0.1	10703333
6	380	800	100	-0.1	11378000
6	380	800	200	-0.1	11670667
6	380	800	244	-0.1	11822000
6	380	800	270	-0.1	11493333
6	380	800	300	-0.1	11870000
6	380	800	350	-0.1	12240667
6	380	800	400	-0.1	12155333
6	380	800	450	-0.1	12621333
6	420	1400	1	-0.1	11408667
6	420	1400	10	-0.1	11326000
6	420	1400	100	-0.1	11468667
6	420	1400	200	-0.1	11654667
6	420	1400	244	-0.1	11974667
6	420	1400	270	-0.1	11772667
6	420	1400	300	-0.1	12263333
6	420	1400	350	-0.1	12370667
6	420	1400	400	-0.1	12186000
6	420	1400	450	-0.1	12554000
6	420	1200	1	-0.1	11293333
6	420	1200	10	-0.1	11111333
6	420	1200	100	-0.1	11600667
6	420	1200	200	-0.1	11654667
6	420	1200	244	-0.1	12068667
6	420	1200	270	-0.1	11740000
6	420	1200	300	-0.1	12230667
6	420	1200	350	-0.1	12370667
6	420	1200	400	-0.1	12186000
6	420	1200	450	-0.1	12554000
6	420	1000	1	-0.1	11294667
6	420	1000	10	-0.1	10456000
6	420	1000	100	-0.1	11445333
6	420	1000	200	-0.1	11486667
6	420	1000	244	-0.1	11938000
6	420	1000	270	-0.1	11609333
6	420	1000	300	-0.1	12268000
6	420	1000	350	-0.1	12408000
6	420	1000	400	-0.1	12223333
6	420	1000	450	-0.1	12600000
6	460	1400	1	-0.1	11396667
6	460	1400	10	-0.1	11286000
6	460	1400	100	-0.1	11422667
6	460	1400	200	-0.1	11757333
6	460	1400	244	-0.1	12404000
6	460	1400	270	-0.1	12282667
6	460	1400	300	-0.1	12496000
6	460	1400	350	-0.1	12505333
6	460	1400	400	-0.1	12308000
6	460	1400	450	-0.1	12488000
6	460	1200	1	-0.1	11277333
6	460	1200	10	-0.1	11044667
6	460	1200	100	-0.1	11554000
6	460	1200	200	-0.1	11757333
6	460	1200	244	-0.1	12466667
6	460	1200	270	-0.1	12250000
6	460	1200	300	-0.1	12463333
6	460	1200	350	-0.1	12505333
6	460	1200	400	-0.1	12308000
6	460	1200	450	-0.1	12488000
6	460	1000	1	-0.1	11302667
6	460	1000	10	-0.1	10418000
6	460	1000	100	-0.1	11355333
6	460	1000	200	-0.1	11563333
6	460	1000	244	-0.1	12310000
6	460	1000	270	-0.1	12093333
6	460	1000	300	-0.1	12500667
6	460	1000	350	-0.1	12542667
6	460	1000	400	-0.1	12345333
6	460	1000	450	-0.1	12534000
6	500	1400	1	-0.1	11408667
6	500	1400	10	-0.1	11225333
6	500	1400	100	-0.1	11514667
6	500	1400	200	-0.1	11776667
6	500	1400	244	-0.1	12012000
6	500	1400	270	-0.1	11871333
6	500	1400	300	-0.1	11967333
6	500	1400	350	-0.1	12766000
6	500	1400	400	-0.1	12612667
6	500	1400	450	-0.1	12748667
6	500	1200	1	-0.1	11231333
6	500	1200	10	-0.1	11254667
6	500	1200	100	-0.1	11630000
6	500	1200	200	-0.1	11776667
6	500	1200	244	-0.1	11962000
6	500	1200	270	-0.1	11838667
6	500	1200	300	-0.1	11934667
6	500	1200	350	-0.1	12766000
6	500	1200	400	-0.1	12612667
6	500	1200	450	-0.1	12748667
6	500	1000	1	-0.1	11180667
6	500	1000	10	-0.1	10737333
6	500	1000	100	-0.1	11630000
6	500	1000	200	-0.1	11610667
6	500	1000	244	-0.1	11824000
6	500	1000	270	-0.1	11700667
6	500	1000	300	-0.1	11962667
6	500	1000	350	-0.1	12794000
6	500	1000	400	-0.1	12640667
6	500	1000	450	-0.1	12790000
7	300	1400	1	-0.1	11018000
7	300	1400	10	-0.1	11366667
7	300	1400	100	-0.1	11440667
7	300	1400	200	-0.1	11918000
7	300	1400	244	-0.1	11251333
7	300	1400	270	-0.1	11439333
7	300	1400	300	-0.1	11422667
7	300	1400	350	-0.1	11620000
7	300	1400	400	-0.1	11389333
7	300	1400	450	-0.1	11524667
7	300	1200	1	-0.1	10924000
7	300	1200	10	-0.1	11146000
7	300	1200	100	-0.1	11413333
7	300	1200	200	-0.1	11872667
7	300	1200	244	-0.1	11286667
7	300	1200	270	-0.1	11348000
7	300	1200	300	-0.1	11331333
7	300	1200	350	-0.1	11620000
7	300	1200	400	-0.1	11389333
7	300	1200	450	-0.1	11524667
7	300	1000	1	-0.1	11064000
7	300	1000	10	-0.1	10908000
7	300	1000	100	-0.1	11095333
7	300	1000	200	-0.1	11634000
7	300	1000	244	-0.1	11184000
7	300	1000	270	-0.1	11245333
7	300	1000	300	-0.1	11400000
7	300	1000	350	-0.1	11464000
7	300	1000	400	-0.1	11432000
7	300	1000	450	-0.1	11567333
7	300	800	1	-0.1	10733333
7	300	800	10	-0.1	10350000
7	300	800	100	-0.1	10884000
7	300	800	200	-0.1	11380000
7	300	800	244	-0.1	10728000
7	300	800	270	-0.1	10851333
7	300	800	300	-0.1	10992667
7	300	800	350	-0.1	11403333
7	300	800	400	-0.1	11371333
7	300	800	450	-0.1	11424000
7	300	600	1	-0.1	10916000
7	300	600	10	-0.1	10428667
7	300	600	100	-0.1	10774667
7	300	600	200	-0.1	11451333
7	300	600	244	-0.1	10852667
7	300	600	270	-0.1	10976000
7	300	600	300	-0.1	11061333
7	300	600	350	-0.1	11190667
7	300	600	400	-0.1	11144667
7	300	600	450	-0.1	11092000
7	340	1400	1	-0.1	11078000
7	340	1400	10	-0.1	11271333
7	340	1400	100	-0.1	11325333
7	340	1400	200	-0.1	12138000
7	340	1400	244	-0.1	11448667
7	340	1400	270	-0.1	11772000
7	340	1400	300	-0.1	11944667
7	340	1400	350	-0.1	11985333
7	340	1400	400	-0.1	11770667
7	340	1400	450	-0.1	11488000
7	340	1200	1	-0.1	10850000
7	340	1200	10	-0.1	11002000
7	340	1200	100	-0.1	11375333
7	340	1200	200	-0.1	12218667
7	340	1200	244	-0.1	11542667
7	340	1200	270	-0.1	11739333
7	340	1200	300	-0.1	11912000
7	340	1200	350	-0.1	11985333
7	340	1200	400	-0.1	11770667
7	340	1200	450	-0.1	11488000
7	340	1000	1	-0.1	10721333
7	340	1000	10	-0.1	10648000
7	340	1000	100	-0.1	10985333
7	340	1000	200	-0.1	11960000
7	340	1000	244	-0.1	11440000
7	340	1000	270	-0.1	11636667
7	340	1000	300	-0.1	11980667
7	340	1000	350	-0.1	11829333
7	340	1000	400	-0.1	11813333
7	340	1000	450	-0.1	11463333
7	340	800	1	-0.1	10519333
7	340	800	10	-0.1	10522000
7	340	800	100	-0.1	10775333
7	340	800	200	-0.1	11721333
7	340	800	244	-0.1	10991333
7	340	800	270	-0.1	11250000
7	340	800	300	-0.1	11580000
7	340	800	350	-0.1	11768667
7	340	800	400	-0.1	11752667
7	340	800	450	-0.1	11320000
7	380	1400	1	-0.1	11380667
7	380	1400	10	-0.1	11503333
7	380	1400	100	-0.1	11885333
7	380	1400	200	-0.1	11833333
7	380	1400	244	-0.1	11510000
7	380	1400	270	-0.1	11789333
7	380	1400	300	-0.1	11778667
7	380	1400	350	-0.1	12307333
7	380	1400	400	-0.1	11934667
7	380	1400	450	-0.1	11464000
7	380	1200	1	-0.1	11158000
7	380	1200	10	-0.1	11354000
7	380	1200	100	-0.1	11950000
7	380	1200	200	-0.1	11789333
7	380	1200	244	-0.1	11604000
7	380	1200	270	-0.1	11756667
7	380	1200	300	-0.1	11746000
7	380	1200	350	-0.1	12307333
7	380	1200	400	-0.1	11934667
7	380	1200	450	-0.1	11464000
7	380	1000	1	-0.1	10978000
7	380	1000	10	-0.1	10585333
7	380	1000	100	-0.1	11560667
7	380	1000	200	-0.1	11550667
7	380	1000	244	-0.1	11448667
7	380	1000	270	-0.1	11601333
7	380	1000	300	-0.1	11588000
7	380	1000	350	-0.1	12050000
7	380	1000	400	-0.1	11827333
7	380	1000	450	-0.1	11449333
