max_depth	min_bucket	min_split	peso_error	cp	ganancia_promedio
7	380	800	1	-0.1	10633333
7	380	800	10	-0.1	10143333
7	380	800	100	-0.1	11460000
7	380	800	200	-0.1	11188000
7	380	800	244	-0.1	11172667
7	380	800	270	-0.1	11387333
7	380	800	300	-0.1	11278000
7	380	800	350	-0.1	11923333
7	380	800	400	-0.1	11800000
7	380	800	450	-0.1	11328000
7	420	1400	1	-0.1	11666667
7	420	1400	10	-0.1	11282000
7	420	1400	100	-0.1	11404000
7	420	1400	200	-0.1	11860667
7	420	1400	244	-0.1	11686667
7	420	1400	270	-0.1	11892000
7	420	1400	300	-0.1	11500667
7	420	1400	350	-0.1	12388667
7	420	1400	400	-0.1	12016000
7	420	1400	450	-0.1	11403333
7	420	1200	1	-0.1	11491333
7	420	1200	10	-0.1	11105333
7	420	1200	100	-0.1	11479333
7	420	1200	200	-0.1	11480000
7	420	1200	244	-0.1	11780667
7	420	1200	270	-0.1	11859333
7	420	1200	300	-0.1	11468000
7	420	1200	350	-0.1	12388667
7	420	1200	400	-0.1	12016000
7	420	1200	450	-0.1	11403333
7	420	1000	1	-0.1	11492667
7	420	1000	10	-0.1	10072000
7	420	1000	100	-0.1	11204667
7	420	1000	200	-0.1	11312000
7	420	1000	244	-0.1	11628667
7	420	1000	270	-0.1	11710667
7	420	1000	300	-0.1	11268667
7	420	1000	350	-0.1	11967333
7	420	1000	400	-0.1	11744667
7	420	1000	450	-0.1	11261333
7	460	1400	1	-0.1	11564667
7	460	1400	10	-0.1	11300667
7	460	1400	100	-0.1	11436000
7	460	1400	200	-0.1	11942000
7	460	1400	244	-0.1	11478000
7	460	1400	270	-0.1	11604667
7	460	1400	300	-0.1	11565333
7	460	1400	350	-0.1	12368667
7	460	1400	400	-0.1	12047333
7	460	1400	450	-0.1	11300667
7	460	1200	1	-0.1	11378000
7	460	1200	10	-0.1	10914667
7	460	1200	100	-0.1	11388667
7	460	1200	200	-0.1	11822000
7	460	1200	244	-0.1	11420667
7	460	1200	270	-0.1	11452000
7	460	1200	300	-0.1	11532667
7	460	1200	350	-0.1	12368667
7	460	1200	400	-0.1	12047333
7	460	1200	450	-0.1	11300667
7	460	1000	1	-0.1	11403333
7	460	1000	10	-0.1	9910000
7	460	1000	100	-0.1	11183333
7	460	1000	200	-0.1	11628000
7	460	1000	244	-0.1	11271333
7	460	1000	270	-0.1	11302667
7	460	1000	300	-0.1	11577333
7	460	1000	350	-0.1	12194667
7	460	1000	400	-0.1	12023333
7	460	1000	450	-0.1	11282667
7	500	1400	1	-0.1	11576667
7	500	1400	10	-0.1	11238000
7	500	1400	100	-0.1	11681333
7	500	1400	200	-0.1	11896000
7	500	1400	244	-0.1	11177333
7	500	1400	270	-0.1	11234667
7	500	1400	300	-0.1	11178000
7	500	1400	350	-0.1	12650667
7	500	1400	400	-0.1	12306667
7	500	1400	450	-0.1	11484667
7	500	1200	1	-0.1	11340000
7	500	1200	10	-0.1	11154667
7	500	1200	100	-0.1	11704000
7	500	1200	200	-0.1	11776000
7	500	1200	244	-0.1	11007333
7	500	1200	270	-0.1	11082000
7	500	1200	300	-0.1	11145333
7	500	1200	350	-0.1	12650667
7	500	1200	400	-0.1	12306667
7	500	1200	450	-0.1	11576000
7	500	1000	1	-0.1	11289333
7	500	1000	10	-0.1	10637333
7	500	1000	100	-0.1	11653333
7	500	1000	200	-0.1	11610000
7	500	1000	244	-0.1	10819333
7	500	1000	270	-0.1	10944000
7	500	1000	300	-0.1	11173333
7	500	1000	350	-0.1	12459333
7	500	1000	400	-0.1	12266000
7	500	1000	450	-0.1	11608667
8	300	1400	1	-0.1	11224000
8	300	1400	10	-0.1	11326667
8	300	1400	100	-0.1	11294667
8	300	1400	200	-0.1	11776667
8	300	1400	244	-0.1	11512667
8	300	1400	270	-0.1	11852000
8	300	1400	300	-0.1	11594667
8	300	1400	350	-0.1	11673333
8	300	1400	400	-0.1	11531333
8	300	1400	450	-0.1	11428667
8	300	1200	1	-0.1	11019333
8	300	1200	10	-0.1	11040000
8	300	1200	100	-0.1	11150000
8	300	1200	200	-0.1	11805333
8	300	1200	244	-0.1	11484000
8	300	1200	270	-0.1	11696667
8	300	1200	300	-0.1	11564000
8	300	1200	350	-0.1	11734000
8	300	1200	400	-0.1	11592000
8	300	1200	450	-0.1	11365333
8	300	1000	1	-0.1	10967333
8	300	1000	10	-0.1	10826667
8	300	1000	100	-0.1	10832000
8	300	1000	200	-0.1	11468667
8	300	1000	244	-0.1	11300000
8	300	1000	270	-0.1	11512667
8	300	1000	300	-0.1	11551333
8	300	1000	350	-0.1	11578000
8	300	1000	400	-0.1	11443333
8	300	1000	450	-0.1	11270000
8	300	800	1	-0.1	10553333
8	300	800	10	-0.1	10170667
8	300	800	100	-0.1	10376000
8	300	800	200	-0.1	10842667
8	300	800	244	-0.1	10848667
8	300	800	270	-0.1	11156000
8	300	800	300	-0.1	11181333
8	300	800	350	-0.1	11579333
8	300	800	400	-0.1	11444667
8	300	800	450	-0.1	11129333
8	300	600	1	-0.1	10531333
8	300	600	10	-0.1	9789333
8	300	600	100	-0.1	10127333
8	300	600	200	-0.1	10932667
8	300	600	244	-0.1	10864667
8	300	600	270	-0.1	11225333
8	300	600	300	-0.1	11138000
8	300	600	350	-0.1	11356000
8	300	600	400	-0.1	11216000
8	300	600	450	-0.1	10788667
8	340	1400	1	-0.1	11288000
8	340	1400	10	-0.1	11271333
8	340	1400	100	-0.1	11101333
8	340	1400	200	-0.1	12056667
8	340	1400	244	-0.1	11501333
8	340	1400	270	-0.1	11928667
8	340	1400	300	-0.1	11814000
8	340	1400	350	-0.1	11834000
8	340	1400	400	-0.1	11702667
8	340	1400	450	-0.1	11586667
8	340	1200	1	-0.1	10948667
8	340	1200	10	-0.1	10994000
8	340	1200	100	-0.1	10816000
8	340	1200	200	-0.1	12101333
8	340	1200	244	-0.1	11531333
8	340	1200	270	-0.1	11916667
8	340	1200	300	-0.1	11737333
8	340	1200	350	-0.1	11854667
8	340	1200	400	-0.1	11723333
8	340	1200	450	-0.1	11523333
8	340	1000	1	-0.1	10628000
8	340	1000	10	-0.1	10502667
8	340	1000	100	-0.1	10426000
8	340	1000	200	-0.1	11921333
8	340	1000	244	-0.1	11347333
8	340	1000	270	-0.1	11732667
8	340	1000	300	-0.1	11726667
8	340	1000	350	-0.1	11700667
8	340	1000	400	-0.1	11576667
8	340	1000	450	-0.1	11388000
8	340	800	1	-0.1	10312667
8	340	800	10	-0.1	10309333
8	340	800	100	-0.1	10022000
8	340	800	200	-0.1	11238000
8	340	800	244	-0.1	10527333
8	340	800	270	-0.1	11007333
8	340	800	300	-0.1	11062000
8	340	800	350	-0.1	11535333
8	340	800	400	-0.1	11411333
8	340	800	450	-0.1	11244667
8	380	1400	1	-0.1	11380667
8	380	1400	10	-0.1	11503333
8	380	1400	100	-0.1	11673333
8	380	1400	200	-0.1	11834000
8	380	1400	244	-0.1	11668667
8	380	1400	270	-0.1	12087333
8	380	1400	300	-0.1	12052667
8	380	1400	350	-0.1	12121333
8	380	1400	400	-0.1	12060000
8	380	1400	450	-0.1	11864000
8	380	1200	1	-0.1	11158000
8	380	1200	10	-0.1	11323333
8	380	1200	100	-0.1	11735333
8	380	1200	200	-0.1	11892667
8	380	1200	244	-0.1	11782667
8	380	1200	270	-0.1	12188000
8	380	1200	300	-0.1	12147333
8	380	1200	350	-0.1	12294667
8	380	1200	400	-0.1	12233333
8	380	1200	450	-0.1	11786000
8	380	1000	1	-0.1	10786000
8	380	1000	10	-0.1	10255333
8	380	1000	100	-0.1	11176000
8	380	1000	200	-0.1	11666667
8	380	1000	244	-0.1	11611333
8	380	1000	270	-0.1	12016667
8	380	1000	300	-0.1	11973333
8	380	1000	350	-0.1	12021333
8	380	1000	400	-0.1	11968667
8	380	1000	450	-0.1	11691333
8	380	800	1	-0.1	10457333
8	380	800	10	-0.1	9715333
8	380	800	100	-0.1	10938000
8	380	800	200	-0.1	11204000
8	380	800	244	-0.1	10982667
8	380	800	270	-0.1	11475333
8	380	800	300	-0.1	11607333
8	380	800	350	-0.1	11894667
8	380	800	400	-0.1	11941333
8	380	800	450	-0.1	11570000
8	420	1400	1	-0.1	11666667
8	420	1400	10	-0.1	11282000
8	420	1400	100	-0.1	11431333
8	420	1400	200	-0.1	11928000
8	420	1400	244	-0.1	12075333
8	420	1400	270	-0.1	12198000
8	420	1400	300	-0.1	11948000
8	420	1400	350	-0.1	12322000
8	420	1400	400	-0.1	12260667
8	420	1400	450	-0.1	11966667
8	420	1200	1	-0.1	11491333
8	420	1200	10	-0.1	11000667
8	420	1200	100	-0.1	11506667
8	420	1200	200	-0.1	11543333
8	420	1200	244	-0.1	12086000
8	420	1200	270	-0.1	12064667
8	420	1200	300	-0.1	11957333
8	420	1200	350	-0.1	12364000
8	420	1200	400	-0.1	12302667
8	420	1200	450	-0.1	11889333
8	420	1000	1	-0.1	11325333
8	420	1000	10	-0.1	9668000
8	420	1000	100	-0.1	11088000
8	420	1000	200	-0.1	11188667
8	420	1000	244	-0.1	11910667
8	420	1000	270	-0.1	11892667
8	420	1000	300	-0.1	11572000
8	420	1000	350	-0.1	11919333
8	420	1000	400	-0.1	11866667
8	420	1000	450	-0.1	11626667
8	460	1400	1	-0.1	11564667
8	460	1400	10	-0.1	11142667
8	460	1400	100	-0.1	11463333
8	460	1400	200	-0.1	11898000
8	460	1400	244	-0.1	12010667
8	460	1400	270	-0.1	12054667
8	460	1400	300	-0.1	11958000
8	460	1400	350	-0.1	12311333
8	460	1400	400	-0.1	12132667
8	460	1400	450	-0.1	12101333
8	460	1200	1	-0.1	11378000
8	460	1200	10	-0.1	10663333
8	460	1200	100	-0.1	11416000
8	460	1200	200	-0.1	11647333
8	460	1200	244	-0.1	11810667
8	460	1200	270	-0.1	11793333
8	460	1200	300	-0.1	11959333
8	460	1200	350	-0.1	12345333
8	460	1200	400	-0.1	12166667
8	460	1200	450	-0.1	11992000
8	460	1000	1	-0.1	11308667
8	460	1000	10	-0.1	9359333
8	460	1000	100	-0.1	11074667
8	460	1000	200	-0.1	11328000
8	460	1000	244	-0.1	11774667
8	460	1000	270	-0.1	11757333
8	460	1000	300	-0.1	11822667
8	460	1000	350	-0.1	12152667
8	460	1000	400	-0.1	11870000
8	460	1000	450	-0.1	11853333
8	500	1400	1	-0.1	11576667
8	500	1400	10	-0.1	11238000
8	500	1400	100	-0.1	11596667
8	500	1400	200	-0.1	11865333
8	500	1400	244	-0.1	11746667
8	500	1400	270	-0.1	11610000
8	500	1400	300	-0.1	11760667
8	500	1400	350	-0.1	12252000
8	500	1400	400	-0.1	12319333
8	500	1400	450	-0.1	12130000
8	500	1200	1	-0.1	11340000
8	500	1200	10	-0.1	11180667
8	500	1200	100	-0.1	11619333
8	500	1200	200	-0.1	11757333
8	500	1200	244	-0.1	11576667
8	500	1200	270	-0.1	11491333
8	500	1200	300	-0.1	11762000
8	500	1200	350	-0.1	12238000
8	500	1200	400	-0.1	12305333
8	500	1200	450	-0.1	12134000
8	500	1000	1	-0.1	11190667
8	500	1000	10	-0.1	10479333
8	500	1000	100	-0.1	11417333
8	500	1000	200	-0.1	11584667
8	500	1000	244	-0.1	11492000
8	500	1000	270	-0.1	11442000
8	500	1000	300	-0.1	11746667
8	500	1000	350	-0.1	12003333
8	500	1000	400	-0.1	12077333
8	500	1000	450	-0.1	11964667
9	300	1400	1	-0.1	11224000
9	300	1400	10	-0.1	11326667
9	300	1400	100	-0.1	11416000
9	300	1400	200	-0.1	11707333
9	300	1400	244	-0.1	11748667
9	300	1400	270	-0.1	11602667
9	300	1400	300	-0.1	11410667
9	300	1400	350	-0.1	11670000
9	300	1400	400	-0.1	11076000
9	300	1400	450	-0.1	11345333
9	300	1200	1	-0.1	11019333
9	300	1200	10	-0.1	11040000
9	300	1200	100	-0.1	11271333
9	300	1200	200	-0.1	11562667
9	300	1200	244	-0.1	11795333
9	300	1200	270	-0.1	11522667
9	300	1200	300	-0.1	11476667
9	300	1200	350	-0.1	11827333
9	300	1200	400	-0.1	11233333
9	300	1200	450	-0.1	11282000
9	300	1000	1	-0.1	10967333
9	300	1000	10	-0.1	10674667
9	300	1000	100	-0.1	10953333
9	300	1000	200	-0.1	11440667
9	300	1000	244	-0.1	11686667
9	300	1000	270	-0.1	11414000
9	300	1000	300	-0.1	11464000
9	300	1000	350	-0.1	11671333
9	300	1000	400	-0.1	11084667
9	300	1000	450	-0.1	11186667
9	300	800	1	-0.1	10553333
9	300	800	10	-0.1	9821333
9	300	800	100	-0.1	10524000
9	300	800	200	-0.1	10778000
9	300	800	244	-0.1	11235333
9	300	800	270	-0.1	10957333
9	300	800	300	-0.1	10460667
9	300	800	350	-0.1	11249333
9	300	800	400	-0.1	10662667
9	300	800	450	-0.1	11012667
9	300	600	1	-0.1	10629333
9	300	600	10	-0.1	9391333
9	300	600	100	-0.1	10154000
9	300	600	200	-0.1	10699333
9	300	600	244	-0.1	11174000
9	300	600	270	-0.1	10902667
9	300	600	300	-0.1	10390000
9	300	600	350	-0.1	10909333
9	300	600	400	-0.1	10493333
9	300	600	450	-0.1	10756667
9	340	1400	1	-0.1	11288000
9	340	1400	10	-0.1	11271333
9	340	1400	100	-0.1	11222667
9	340	1400	200	-0.1	11869333
9	340	1400	244	-0.1	12018000
9	340	1400	270	-0.1	11962000
9	340	1400	300	-0.1	12068000
9	340	1400	350	-0.1	11728667
9	340	1400	400	-0.1	11188000
9	340	1400	450	-0.1	10898000
9	340	1200	1	-0.1	10948667
9	340	1200	10	-0.1	10994000
9	340	1200	100	-0.1	10937333
9	340	1200	200	-0.1	11665333
9	340	1200	244	-0.1	12048000
9	340	1200	270	-0.1	11950000
9	340	1200	300	-0.1	12008000
9	340	1200	350	-0.1	11749333
9	340	1200	400	-0.1	11208667
9	340	1200	450	-0.1	10834667
9	340	1000	1	-0.1	10628000
9	340	1000	10	-0.1	10502667
9	340	1000	100	-0.1	10547333
9	340	1000	200	-0.1	11544667
9	340	1000	244	-0.1	11789333
9	340	1000	270	-0.1	11691333
9	340	1000	300	-0.1	11847333
9	340	1000	350	-0.1	11574667
9	340	1000	400	-0.1	11041333
9	340	1000	450	-0.1	10638000
9	340	800	1	-0.1	10312667
9	340	800	10	-0.1	10326000
9	340	800	100	-0.1	10213333
9	340	800	200	-0.1	10861333
9	340	800	244	-0.1	10889333
9	340	800	270	-0.1	10924000
9	340	800	300	-0.1	11026000
9	340	800	350	-0.1	11447333
9	340	800	400	-0.1	10914000
9	340	800	450	-0.1	10352000
9	380	1400	1	-0.1	11256667
9	380	1400	10	-0.1	11503333
9	380	1400	100	-0.1	11560667
9	380	1400	200	-0.1	11721333
9	380	1400	244	-0.1	12019333
9	380	1400	270	-0.1	12122667
9	380	1400	300	-0.1	12246667
9	380	1400	350	-0.1	12092667
9	380	1400	400	-0.1	11670667
9	380	1400	450	-0.1	11162667
9	380	1200	1	-0.1	11034000
9	380	1200	10	-0.1	11323333
9	380	1200	100	-0.1	11622667
9	380	1200	200	-0.1	11802000
9	380	1200	244	-0.1	12133333
9	380	1200	270	-0.1	12223333
9	380	1200	300	-0.1	12341333
9	380	1200	350	-0.1	12266000
9	380	1200	400	-0.1	11844000
9	380	1200	450	-0.1	11084667
9	380	1000	1	-0.1	10662000
9	380	1000	10	-0.1	10255333
9	380	1000	100	-0.1	10976000
9	380	1000	200	-0.1	11636000
9	380	1000	244	-0.1	11906000
9	380	1000	270	-0.1	12127333
9	380	1000	300	-0.1	12167333
9	380	1000	350	-0.1	12037333
9	380	1000	400	-0.1	11496667
9	380	1000	450	-0.1	10818000
9	380	800	1	-0.1	10333333
9	380	800	10	-0.1	9732000
9	380	800	100	-0.1	10804000
9	380	800	200	-0.1	11137333
9	380	800	244	-0.1	11277333
9	380	800	270	-0.1	11510667
9	380	800	300	-0.1	11662000
9	380	800	350	-0.1	11835333
9	380	800	400	-0.1	11394000
9	380	800	450	-0.1	10632667
9	420	1400	1	-0.1	11542667
9	420	1400	10	-0.1	11282000
9	420	1400	100	-0.1	11262667
9	420	1400	200	-0.1	11928000
9	420	1400	244	-0.1	11972667
9	420	1400	270	-0.1	12074667
9	420	1400	300	-0.1	12270000
9	420	1400	350	-0.1	12310667
9	420	1400	400	-0.1	11888667
9	420	1400	450	-0.1	11615333
9	420	1200	1	-0.1	11367333
9	420	1200	10	-0.1	11000667
9	420	1200	100	-0.1	11338000
9	420	1200	200	-0.1	11492000
9	420	1200	244	-0.1	12047333
9	420	1200	270	-0.1	12005333
9	420	1200	300	-0.1	12343333
9	420	1200	350	-0.1	12319333
9	420	1200	400	-0.1	11897333
9	420	1200	450	-0.1	11440667
9	420	1000	1	-0.1	11201333
9	420	1000	10	-0.1	9668000
9	420	1000	100	-0.1	10781333
9	420	1000	200	-0.1	10934000
9	420	1000	244	-0.1	11822000
9	420	1000	270	-0.1	11833333
9	420	1000	300	-0.1	11958000
9	420	1000	350	-0.1	11919333
9	420	1000	400	-0.1	11406000
9	420	1000	450	-0.1	11122667
9	460	1400	1	-0.1	11423333
9	460	1400	10	-0.1	11142667
9	460	1400	100	-0.1	11233333
9	460	1400	200	-0.1	11782000
9	460	1400	244	-0.1	12233333
9	460	1400	270	-0.1	12256667
9	460	1400	300	-0.1	12566667
9	460	1400	350	-0.1	12150667
9	460	1400	400	-0.1	11718667
9	460	1400	450	-0.1	11514000
9	460	1200	1	-0.1	11236667
9	460	1200	10	-0.1	10663333
9	460	1200	100	-0.1	11186000
9	460	1200	200	-0.1	11531333
9	460	1200	244	-0.1	12097333
9	460	1200	270	-0.1	12059333
9	460	1200	300	-0.1	12632000
9	460	1200	350	-0.1	12198667
9	460	1200	400	-0.1	11766667
9	460	1200	450	-0.1	11288000
9	460	1000	1	-0.1	11167333
9	460	1000	10	-0.1	9359333
9	460	1000	100	-0.1	10750667
9	460	1000	200	-0.1	11112667
9	460	1000	244	-0.1	11863333
9	460	1000	270	-0.1	11961333
9	460	1000	300	-0.1	12433333
9	460	1000	350	-0.1	12050667
9	460	1000	400	-0.1	11429333
9	460	1000	450	-0.1	11108667
9	500	1400	1	-0.1	11435333
9	500	1400	10	-0.1	11238000
9	500	1400	100	-0.1	11317333
9	500	1400	200	-0.1	11749333
9	500	1400	244	-0.1	11945333
9	500	1400	270	-0.1	11772667
9	500	1400	300	-0.1	11840667
9	500	1400	350	-0.1	11920000
9	500	1400	400	-0.1	11811333
9	500	1400	450	-0.1	11484000
9	500	1200	1	-0.1	11198667
9	500	1200	10	-0.1	11180667
9	500	1200	100	-0.1	11340000
9	500	1200	200	-0.1	11641333
9	500	1200	244	-0.1	11775333
9	500	1200	270	-0.1	11638000
9	500	1200	300	-0.1	11826000
9	500	1200	350	-0.1	11890000
9	500	1200	400	-0.1	11781333
9	500	1200	450	-0.1	11421333
9	500	1000	1	-0.1	10920000
9	500	1000	10	-0.1	10479333
9	500	1000	100	-0.1	10906667
9	500	1000	200	-0.1	11350667
9	500	1000	244	-0.1	11624667
9	500	1000	270	-0.1	11666000
9	500	1000	300	-0.1	11888000
9	500	1000	350	-0.1	11656000
9	500	1000	400	-0.1	11596000
9	500	1000	450	-0.1	11227333
