Feature	Gain	Cover	Frequency
mtarjeta_visa_consumo	0.0645890644089332	0.0123522840195371	0.0178269096703516
mcaja_ahorro	0.0631748103929338	0.0188674811041992	0.0276864854098197
mpasivos_margen	0.0625767257634692	0.0205812893366677	0.0275868937356837
mpayroll	0.0516985486334843	0.0238892055599888	0.00866447564983568
Visa_msaldototal	0.0488791131287543	0.01154026633734	0.0156358928393586
cpayroll_trx	0.0418768059732126	0.0177307821838057	0.00497958370680211
ctrx_quarter	0.0346697843029029	0.0176856482440513	0.0179265013444876
mactivos_margen	0.0284234548266702	0.026822814492249	0.0250971018822826
mcuentas_saldo	0.0264263330043934	0.0272720905711041	0.0314709690269893
mrentabilidad_annual	0.024810553795645	0.0185939248319955	0.0265909769943233
mprestamos_personales	0.024017827878	0.0163924609425454	0.00547754207748232
Master_fechaalta	0.0196233555988095	0.0236660247972138	0.0319689273976696
cliente_edad	0.0189955804125472	0.0250533706755772	0.0267901603425954
Master_Fvencimiento	0.0187722263524033	0.0232227767547978	0.0245991435116024
ccomisiones_mantenimiento	0.0167519703488437	0.0135495270020017	0.00577631709989045
mcuenta_corriente	0.0165280628433212	0.0194540696539287	0.0207150682202968
mcaja_ahorro_dolares	0.0162400497083281	0.0210723175481882	0.0240015934667862
Visa_Fvencimiento	0.0153484497727589	0.0152502104920468	0.0232048600736978
Visa_fechaalta	0.0151314318518615	0.0120656215100104	0.0246987351857385
chomebanking_trx	0.0141487314783374	0.0134559790934558	0.0194203764565282
ctarjeta_visa_trx	0.0141203078106089	0.0191662552019052	0.021312618265113
cliente_antiguedad	0.0131816985226947	0.0131651112998744	0.0221093516582014
numero_de_cliente	0.0129539686072909	0.0126812538147397	0.0208146598944328
mcomisiones	0.0127664185708991	0.0125116869539547	0.021213026590977
ccomisiones_otras	0.0119167762226675	0.0127110285212034	0.0146399760979982
Visa_mpagominimo	0.0114911915253864	0.0125690666438659	0.021213026590977
Master_mfinanciacion_limite	0.0112772156166517	0.00850514767710819	0.0176277263220795
Master_mlimitecompra	0.0107290064515324	0.0112145997025499	0.016432626232447
mautoservicio	0.0105517287660477	0.012392953603832	0.0158350761876307
mrentabilidad	0.0104739907666625	0.0122420075002745	0.0151379344686784
Visa_mconsumospesos	0.0101439290408097	0.010321557438469	0.0166318095807191
Visa_mpagospesos	0.00984855652550454	0.0100491669875875	0.0182252763668957
Visa_mfinanciacion_limite	0.00978931933759134	0.01012985385139	0.0159346678617668
mcomisiones_mantenimiento	0.00958207554939833	0.0165694529748459	0.0107559008066926
Visa_mlimitecompra	0.00941122539332519	0.0118606682710805	0.0143412010755901
Visa_cconsumos	0.0092139417911623	0.00824157490654358	0.0147395677721343
mcomisiones_otras	0.00911533877414466	0.00735972360189954	0.014241609401454
Visa_msaldopesos	0.00896068063783165	0.0164635529118162	0.0250971018822826
mtransferencias_recibidas	0.00874314270491402	0.00712480597922739	0.0137436510307738
mtarjeta_visa_debitos_automaticos	0.00784291674401343	0.00985671394394425	0.0131461009859576
Master_status	0.00724296471057149	0.0102156481228891	0.00239020017926501
ctransferencias_recibidas	0.00692931115161216	0.0107386115113392	0.0103575341101484
mtransferencias_emitidas	0.00645684589093875	0.0120730096713252	0.0106563091325565
cproductos	0.00632624200776312	0.00605364749799963	0.00746937556020317
cprestamos_personales	0.00630514628333149	0.00612147331705862	0.00209142515685689
Visa_mconsumototal	0.00607340684721503	0.00641656027351982	0.0103575341101484
Visa_mpagado	0.00584953976294392	0.0126774417640675	0.00975998406533214
mextraccion_autoservicio	0.00545866265234833	0.00515793587319321	0.00667264216711483
cextraccion_autoservicio	0.00540559795980104	0.00681373061606352	0.00766855890847525
Master_mpagominimo	0.00507256356672662	0.00512072211638873	0.0063738671447067
thomebanking	0.00461874040949155	0.00326024708481868	0.00328652524648939
Master_mpagospesos	0.00460099366853658	0.0130072905515368	0.00766855890847525
Master_msaldopesos	0.00426123808951293	0.00610453189768791	0.00597550044816253
ctransferencias_emitidas	0.0042150613433667	0.0171473857638866	0.00806692560501942
ccallcenter_trx	0.00416359560888573	0.00684485156857766	0.00239020017926501
mpagomiscuentas	0.00415807628329021	0.0103996165780218	0.00876406732397172
ctarjeta_debito_trx	0.00397366397459962	0.00813423607196158	0.0128473259635494
mcuenta_debitos_automaticos	0.00383262678915784	0.00869857223851984	0.00717060053779504
Master_msaldototal	0.00379537827742476	0.0019152408760568	0.00398366696544169
Visa_mconsumosdolares	0.0034648441063409	0.00457785649251191	0.0063738671447067
ctarjeta_debito	0.00344747235163986	0.00378606025872268	0.00487999203266607
ctarjeta_visa_debitos_automaticos	0.00332543410569658	0.00577657525672947	0.00507917538093815
ccuenta_debitos_automaticos	0.0032841045555411	0.00832332581361618	0.00657305049297879
mdescubierto_preacordado	0.0031676438662109	0.0080414144886044	0.00239020017926501
cpagomiscuentas	0.00298752038774735	0.0104826258319182	0.00766855890847525
ccaja_ahorro	0.00274161673396659	0.008988533282184	0.00358530026889752
cmobile_app_trx	0.00249439704263928	0.00197270383891962	0.00398366696544169
matm	0.00242823869864683	0.00480593185432953	0.00527835872921024
mplazo_fijo_dolares	0.00237758741824864	0.0147958917733462	0.00268897520167314
Visa_mpagosdolares	0.00206012227892286	0.0059124304509513	0.00527835872921024
Visa_fultimo_cierre	0.00203215056770126	0.00188614623203102	0.00348570859476148
ccajas_consultas	0.00194157430007195	0.0104399253128598	0.0018922418085848
tcallcenter	0.00191920581323698	0.00189553757045881	0.00119510008963251
Master_mconsumospesos	0.00178891929950508	0.00245174537168819	0.00338611692062544
ctarjeta_master	0.00148514404430696	0.00115830362505247	0.00129469176376855
Master_mconsumototal	0.00143208406272416	0.00263896147193232	0.00308734189821731
catm_trx	0.00141383322477087	0.00904163829391432	0.00567672542575441
mtarjeta_master_consumo	0.00136897855444814	0.00290610572686454	0.00209142515685689
ccaja_seguridad	0.00134035255600293	0.00568608531601643	0.00149387511204063
Master_fultimo_cierre	0.00122902798223899	0.00177107226550259	0.00239020017926501
Visa_Finiciomora	0.00113300891432752	0.00687145727660633	0.00129469176376855
active_quarter	0.00109063710138087	0.000166610671004052	0.000597550044816253
cseguro_accidentes_personales	0.00108402504347645	0.00623097262210652	0.00209142515685689
Visa_status	0.00104773486851624	0.00589043251290986	0.00089632506722438
Visa_msaldodolares	0.000950667164198216	0.00179761783195512	0.00159346678617668
tpaquete9	0.000946462710288058	0.00690175012587979	0.00149387511204063
ccajas_trx	0.0009360346671404	0.00232102534281358	0.000697141718952296
cinversion1	0.000798552251677733	0.00575325883028807	0.000796733393088338
tpaquete7	0.000713514206482868	0.00772640216534101	0.00109550841549646
tmobile_app	0.000617175358560024	0.00748902336432227	0.00109550841549646
matm_other	0.000612633494499633	0.00183436896125084	0.00089632506722438
Master_cconsumos	0.000598058366224829	0.00065203646339349	0.00129469176376855
Master_mpagado	0.000555735748461725	0.00797171040185986	0.00139428343790459
mttarjeta_master_debitos_automaticos	0.00052190102457302	0.00160181073887336	0.00119510008963251
ccajas_extracciones	0.00049531226715528	0.00290059120696015	0.000796733393088338
mcheques_emitidos	0.000477639733030512	0.00147474546731793	0.000199183348272084
ctarjeta_master_trx	0.000466330883469941	0.000419385715514255	0.000796733393088338
ctarjeta_master_debitos_automaticos	0.00045585611460688	0.00462885192280229	0.000995916741360422
Master_mpagosdolares	0.000454171427053749	0.000270988689529999	0.000796733393088338
cplazo_fijo	0.000451144168102546	0.00339197564166239	0.000796733393088338
mtarjeta_visa_descuentos	0.000440048053137642	0.00505208207291432	0.00159346678617668
ctarjeta_visa	0.00038947794168967	0.00024146842819616	0.000298775022408127
Master_mconsumosdolares	0.000387287127417539	0.000914952302895665	0.000796733393088338
