fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	max_bin	num_iterations	force_row_wise	is_unbalance	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	lambda_l1	lambda_l2	min_gain_to_split	ganancia	iteracion
20220601 171322	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	166	TRUE	TRUE	0.198462279509292	0.942397677103314	724	712	0.0494611841602583	0.0651867275625488	70.102753441703	77.7690374917182	6408000	121
20220601 171351	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	233	TRUE	TRUE	0.221375745949458	0.421270380162773	44	36	0.0477761875318038	55.0403183057253	0.398560603430524	969.779501856169	4044000	122
20220601 171404	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	131	TRUE	TRUE	0.244562054273142	0.623988160837177	3	23	0.04975111851626	64.5732452272608	1.20992141578932	270.303773227162	5006000	123
20220601 171437	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	483	TRUE	TRUE	0.220656832821838	0.881742494768315	7384	332	0.0332358512209693	48.738388502085	20.5251744025893	0.425722774352821	7240000	124
20220601 171513	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	3	TRUE	TRUE	0.00984856739986866	0.707275861989697	4661	160	0.0499707931460526	96.6979644089285	3.66829763366754	3.03679631184979	11199000	125
20220601 171605	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.00710633198255304	0.661909430767563	3055	334	0.0499651100120649	99.0293566033207	6.27960538414915	4.95464312478371	11368000	126
20220601 171651	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.00731549642201302	0.692943711544764	4718	350	0.0499782826882051	96.0496958179749	18.0349431805455	1.3941289793382	11763000	127
20220601 171736	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.00752833186000577	0.995188009345508	5028	469	0.0491373182769464	86.959910838165	7.11301715419539	1.71703675609242	9467000	128
20220601 171832	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	7	TRUE	TRUE	0.00708302056381801	0.759710886450821	2143	225	0.0498568267092236	74.8914653576365	22.0779331810612	2.54707665990295	9291000	129
20220601 171905	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	3	TRUE	TRUE	0.0111081168003138	0.662329540181267	4810	333	0.049668066027981	90.89420561006	4.08386236459143	0.0776543461480387	8951000	130
20220601 171946	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.00702876107154958	0.87880303251961	3099	42	0.0499857646990723	99.9652981606382	13.6929056322913	119.704523605562	11280000	131
20220601 172036	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	7	TRUE	TRUE	0.00703715531254281	0.825918030778763	3798	204	0.0498652598705528	99.9500778900889	19.6601413559645	1.64590226641655	8999000	132
20220601 172138	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.0070241054170005	0.29505369093057	2448	17	0.0489147592441952	61.368050207599	11.4237032761444	44.4835818301274	11295000	133
20220601 172151	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	96	TRUE	TRUE	0.299883745732281	0.285940617457336	64	1022	0.0392479013308641	0.113248803857757	98.7073067810899	954.442983154609	-1998000	134
20220601 172242	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	1062	TRUE	TRUE	0.279027844868077	0.820824707807847	7913	865	0.0130242834726973	98.1232741757788	99.9973084975562	0.213146293986089	8618000	135
20220601 172312	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	234	TRUE	TRUE	0.251311578458202	0.693590723318196	1026	751	0.00935920612314701	98.0722611597316	99.7068739983247	0.0789110209881325	8103000	136
20220601 172407	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	689	TRUE	TRUE	0.299680357622552	0.234491063701911	7821	976	0.00857082432788229	99.4364015904592	7.29698960080114	42.6330591038106	7017000	137
20220601 172447	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	435	TRUE	TRUE	0.276498382603973	0.325430829184685	4844	937	0.00849030734723604	99.7324177577384	62.8024258787947	0.118214583556256	5565000	138
20220601 172515	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	310	TRUE	TRUE	0.215598950322297	0.996839165659887	1801	961	0.0100036926823105	55.3885481424841	97.2088496539838	0.599655659408323	7642000	139
20220601 172539	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	191	TRUE	TRUE	0.138232566989152	0.998672830949102	1577	774	0.0425616215416693	9.18401660208337	42.0659860618071	0.664618662075117	9061000	140
20220601 172557	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	127	TRUE	TRUE	0.286064492299513	0.875151937456243	1216	1020	0.0203558911954634	96.0375736872657	3.75577721840582	1.58146149359512	6353000	141
20220601 172627	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	406	TRUE	TRUE	0.252701823591399	0.938232243973202	5083	1018	0.0141173904811739	99.7622815403291	18.3882268935843	9.42909027420237	7584000	142
20220601 172712	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	7	TRUE	TRUE	0.00700354832038302	0.688293234831784	6697	590	0.0486377297526591	4.76850950568326	31.5180141103636	12.6382887442999	10174000	143
20220601 172809	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.00710181429681028	0.908076912678397	35	584	0.0499100010459811	3.11412139378986	22.9326227057518	31.0193629840042	10516000	144
20220601 172823	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	91	TRUE	TRUE	0.221488037857103	0.719302732234024	3094	1008	0.00906674216455741	66.9745661885744	0.375801608219919	0.424326384951737	1613000	145
20220601 172851	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	427	TRUE	TRUE	0.299473847337513	0.980163054831184	7977	1024	0.0162291342712324	98.9808725124248	11.2700099187253	324.541537522769	3439000	146
20220601 172904	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	44	TRUE	TRUE	0.134886589952436	0.937109657698734	1596	46	0.046022551624351	1.93839824571254	0.00646028810146705	0.144568767737311	637000	147
20220601 172950	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	503	TRUE	TRUE	0.276610828623041	0.336018123862117	7889	737	0.0179715294731021	41.4764618841641	99.9164803191827	1.27718654742158	6813000	148
20220601 173022	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	404	TRUE	TRUE	0.277995173849192	0.958197456823685	2678	1020	0.0196396815958068	96.34140455245	91.8527113358805	0.497861033129873	7739000	149
20220601 173055	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	312	TRUE	TRUE	0.299749883638582	0.376004638398504	4729	1021	0.0468042698656081	0.164477431102439	13.2246731930081	147.107054717293	6928000	150
20220601 173153	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	4	TRUE	TRUE	0.00713589546238643	0.793679579710742	1788	857	0.0335856353614167	54.5908102387378	19.1978228664541	0.544036225316267	9079000	151
20220601 173254	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.0070914105884908	0.795461064541077	1260	692	0.0498933293217739	38.8276915176628	22.7882691239214	15.4785474249255	11206000	152
20220601 173335	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	481	TRUE	TRUE	0.195597798593399	0.997701574943919	1816	544	0.0234614532203456	98.6697394322038	63.2503518982698	0.680644855175443	8448000	153
20220601 173502	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	925	TRUE	TRUE	0.140392703518425	0.556152515200898	7386	411	0.00975135800631641	95.533249841996	1.07385843626366	1.28988079279059	4988000	154
20220601 173516	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	86	TRUE	TRUE	0.231369341356092	0.327779262186554	3390	1022	0.0306537701287551	99.2430995864574	27.1991230373766	999.783370930131	-4738000	155
20220601 173613	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	862	TRUE	TRUE	0.153119725178651	0.857010977809867	7062	893	0.0384379127127377	0.0802615106473518	48.0709082859656	0.409372009664426	9991000	156
20220601 173641	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	284	TRUE	TRUE	0.157368882677874	0.998892505840446	3378	814	0.0444182193050235	8.00065050414791	58.8040117570372	0.25781031526383	9015000	157
20220601 173727	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	693	TRUE	TRUE	0.173039460670742	0.688117793026966	7798	1024	0.0408269296495404	0.0461670662472981	30.9949756948617	0.0217494794236354	9679000	158
20220601 173816	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	753	TRUE	TRUE	0.186435753861333	0.844444223588778	7922	887	0.0418690984212341	0.429208813280123	61.9155581441772	0.0527737283637049	8443000	159
20220601 173909	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	826	TRUE	TRUE	0.144287844462456	0.86698657057358	7969	1018	0.0339675560709032	18.5292624628149	21.7804060705485	0.500341782237129	7055000	160
20220601 173920	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	71	TRUE	TRUE	0.298479782597021	0.632875801484238	7	34	0.0191394038730842	85.7923717446862	0.0211134575215467	792.405459073313	-2866000	161
20220601 173941	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	79	TRUE	TRUE	0.169372152286354	0.998066311109518	20	1002	0.0479151069047905	3.80377849449043	16.9374520243409	0.379226733682369	7110000	162
20220601 174012	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	456	TRUE	TRUE	0.279013824493635	0.969885652817647	1577	175	0.0120706466200162	93.3952461559487	85.8533300777391	0.866245436373101	7757000	163
20220601 174042	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	411	TRUE	TRUE	0.212403428195892	0.999708190363621	507	492	0.00834100980594366	90.6412031723503	67.4906061963249	0.673034380595779	7038000	164
20220601 174140	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	720	TRUE	TRUE	0.286985180117417	0.240744502484937	7980	43	0.0499747437569728	98.7631515449909	48.3884638562368	0.222050534251975	5883000	165
20220601 174225	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	733	TRUE	TRUE	0.292407061527119	0.727067408059928	7963	87	0.0143708789388142	99.8224791702255	64.4563176231961	0.061097489083026	7473000	166
20220601 174316	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	919	TRUE	TRUE	0.220173506385987	0.652578129110894	7969	87	0.0486100574654501	98.2151455463213	31.9780848451057	1.19297703200821	7698000	167
20220601 174358	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	292	TRUE	TRUE	0.275312325824166	0.482741334715699	2612	557	0.0480784519586724	99.6826799132688	99.993538240454	0.810407774182764	8248000	168
20220601 174430	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	448	TRUE	TRUE	0.256050925137865	0.917568641145489	6311	374	0.0311590304668384	99.5554699982614	99.9361412455442	0.0278199727639146	7151000	169
20220601 174526	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	875	TRUE	TRUE	0.288456283026282	0.864699676204827	7766	1017	0.0214376680300332	5.22036150115953	23.0500144731561	21.654490363833	7104000	170
20220601 174653	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	1011	TRUE	TRUE	0.291249589735842	0.395342501778675	8000	1023	0.0409447334162241	77.485260182293	0.146845037645012	1.10774771414183	3497000	171
20220601 174721	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	255	TRUE	TRUE	0.198194765434291	0.992614483300323	20	789	0.0231898373857324	15.5857226149702	99.6569946598273	0.219105254184589	9782000	172
20220601 174833	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.00720661805692383	0.477349646092139	1983	583	0.0468794963246407	98.2940536165393	17.548953057368	51.4301839821419	11151000	173
20220601 174858	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	242	TRUE	TRUE	0.24340862994804	0.9248594413903	1961	535	0.0350022382227404	45.2381342473409	99.838722248038	0.174846399014707	9145000	174
20220601 174944	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	549	TRUE	TRUE	0.290644044543197	0.204947501969209	6462	254	0.0115221044300682	0.368369993652547	49.2286399206914	0.475217621413853	7484000	175
20220601 175019	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	360	TRUE	TRUE	0.275528118816203	0.264825660516015	2164	37	0.0173022852990891	98.4330432670975	90.3892307505207	0.0504897588159773	7100000	176
20220601 175043	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	331	TRUE	TRUE	0.202423370966846	0.696023396870509	6063	20	0.0209673911151656	98.3080449698027	41.3935892657426	7.73135515312309	5267000	177
20220601 175112	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	413	TRUE	TRUE	0.255083628686437	0.914506666891768	7974	771	0.0220329299846237	99.1324887187045	40.7997550732397	24.7061985362095	5801000	178
20220601 175138	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	206	TRUE	TRUE	0.284279197055332	0.270611085457985	3611	248	0.0407262814889518	2.38845607820752	99.6013868257239	0.31105727706137	7227000	179
20220601 175204	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	384	TRUE	TRUE	0.239484679461089	0.762086813651036	7957	1022	0.0359392047128416	1.22408838872604	22.2705736300368	246.067378542765	4371000	180
20220601 175308	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.00702145641322811	0.447832572823854	1183	33	0.049123696436106	49.9164715958058	9.28771127276002	166.904131731737	11725000	181
20220601 175338	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	344	TRUE	TRUE	0.132258391593032	0.919877013835416	2332	24	0.0148145042609553	97.312951547299	3.45963654296507	0.771485856809836	6811000	182
20220601 175432	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	458	TRUE	TRUE	0.277496609554326	0.551431476280654	5433	646	0.00908075679815893	99.9109900387756	11.9993470528133	2.87386272664	4582000	183
20220601 175444	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	67	TRUE	TRUE	0.209567042071563	0.612536966168563	7959	158	0.0443801142937785	99.8215137978514	0.0683764564020402	194.89938600125	-5681000	184
20220601 175522	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	406	TRUE	TRUE	0.238836781710314	0.22894114302057	4545	176	0.0472560761685947	45.1545905968669	25.6260978712715	0.285361983901861	6407000	185
20220601 175539	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	101	TRUE	TRUE	0.299846262672617	0.434986412032164	18	1015	0.049906082547967	88.9153669492794	12.876067415181	305.323537047369	5686000	186
20220601 175600	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	175	TRUE	TRUE	0.147379790435835	0.997862830617181	2168	857	0.0474802659651549	91.7244284751732	29.1517401819038	0.0787863811271527	7525000	187
20220601 175635	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	490	TRUE	TRUE	0.299898881540934	0.672966414678758	5998	84	0.0391099521265501	82.8527137699122	99.9956967081419	0.0352971523219023	7841000	188
20220601 175725	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	550	TRUE	TRUE	0.220186260594295	0.306007935863677	7953	481	0.00967066050341902	2.84268624195674	38.3612380756478	0.624485743499296	7742000	189
20220601 175805	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.00709317142470495	0.805979303557191	1707	34	0.0498676518360264	98.8500666443262	4.59643263309807	139.555605748599	10325000	190
20220601 175911	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.00701772380983921	0.399497262541983	3993	16	0.0485392739599433	56.1793772076246	12.8311990614692	108.069796791456	11823000	191
20220601 180005	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	588	TRUE	TRUE	0.268002873954784	0.545952818708959	7829	19	0.0198077776683558	87.5540651717691	99.3278710146856	0.838951402200911	3205000	192
20220601 180024	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	68	TRUE	TRUE	0.249181516315522	0.558563867228377	409	1024	0.0451520992681253	91.3901149484576	11.9699008252548	0.710486831581469	4553000	193
20220601 180051	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	201	TRUE	TRUE	0.298021334300443	0.29200803180842	9	226	0.0341790541546991	93.0948486815288	75.6679152852856	0.0408034455148082	6126000	194
20220601 180109	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	153	TRUE	TRUE	0.299765086814977	0.333214780366952	7809	1023	0.00955752314219955	0.0782819922086026	50.5873479702233	978.034328682187	-7560000	195
20220601 180240	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	1018	TRUE	TRUE	0.153578978639852	0.574791159845179	7470	762	0.0184072578860835	8.76400467545426	30.6810997378977	0.4348342232987	9242000	196
20220601 180315	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	470	TRUE	TRUE	0.226406846526099	0.690380296039554	4393	886	0.0441762207959103	39.0267086412874	99.864286987137	0.320007960107366	8271000	197
20220601 180342	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	304	TRUE	TRUE	0.237891778448152	0.841469052938505	1870	795	0.0485041385634279	99.7813220704135	90.9129855115114	0.0876605740324241	8449000	198
20220601 180359	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	137	TRUE	TRUE	0.299850466462655	0.204359885598476	2304	960	0.0487263737992894	1.82737244596301	41.5770267141838	374.358636245102	4097000	199
20220601 180427	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	190	TRUE	TRUE	0.16224180554492	0.972876773950339	397	801	0.0224647095419932	92.6188618156496	47.7402535560673	0.411413321802797	8510000	200
20220601 180503	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	339	TRUE	TRUE	0.299637003800657	0.496112085556148	4865	849	0.0390454996584282	99.7070195530192	99.9950787370654	65.5746849106364	5079000	201
20220601 180513	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	80	TRUE	TRUE	0.24840702370977	0.640696563654923	5	266	0.0498545206999245	85.8409289480573	16.5731493478131	875.456575480966	3347000	202
20220601 180548	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	453	TRUE	TRUE	0.160387247848784	0.982141880599051	6215	831	0.024987669490306	0.11504248896854	30.3169351919256	0.155364765587022	8046000	203
20220601 180601	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	165	TRUE	TRUE	0.282992188413572	0.995176511090898	1809	803	0.0495512226554303	25.8612009890779	99.8072004346618	114.70923658418	4031000	204
20220601 180634	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	185	TRUE	TRUE	0.147357035344027	0.563269044604226	1311	897	0.0483917598875722	0.00991894657489524	35.7313906957506	0.162395689968091	8218000	205
20220601 180741	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	1057	TRUE	TRUE	0.142374878292427	0.754589181109111	7999	577	0.0236416922822561	0.571704801338692	39.8702817931251	0.178698283760686	8866000	206
20220601 180815	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	214	TRUE	TRUE	0.186041559706136	0.469275171626162	1356	939	0.0443023239278913	7.0027032533824	95.7726834095581	0.245225130016847	9488000	207
20220601 180838	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	161	TRUE	TRUE	0.190971971677593	0.692386386794226	793	844	0.0357495621775436	30.7319673205163	86.3739171440855	0.0215480687400278	9163000	208
20220601 180933	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	4	TRUE	TRUE	0.00703226362276254	0.990101712992626	3006	780	0.0336445994960208	14.782346851321	14.7291041628927	8.96806431471297	8866000	209
20220601 180955	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	159	TRUE	TRUE	0.255524007093923	0.322609862204046	1729	32	0.0429916782657296	99.4067813390026	62.30746994699	0.0211669173693038	8139000	210
20220601 181028	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	256	TRUE	TRUE	0.168206415784219	0.843056082090156	639	1015	0.0239856779842991	0.134484592856626	69.3291152225164	0.179757693658263	7723000	211
20220601 181049	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	193	TRUE	TRUE	0.296001848918315	0.998000112871176	2523	953	0.0171551015108986	75.3158309526566	36.146668167146	5.60382984258723	7110000	212
20220601 181109	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	191	TRUE	TRUE	0.299865133352696	0.822574359646027	247	735	0.0137153236648701	0.0710273049907485	3.69497270237147	225.66772816488	6407000	213
20220601 181120	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	3	TRUE	TRUE	0.222826028592327	0.989395532513043	13	269	0.0161272038096275	0.803568673044222	0.244867391438502	373.717276313095	8758000	214
20220601 181151	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	320	TRUE	TRUE	0.223877402342819	0.994577112226882	1624	64	0.0366984148592406	3.31714312671421	4.27039602767518	48.080292847765	7454000	215
20220601 181210	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	157	TRUE	TRUE	0.218975532609637	0.302180682664446	5	50	0.0196137255349275	0.849778576366489	2.60686045232645	492.362160078512	2632000	216
20220601 181228	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	191	TRUE	TRUE	0.254192417363164	0.981529336726667	815	244	0.0118940117534947	0.898255242140588	5.87237473610045	219.471351052285	6325000	217
20220601 181236	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	36	TRUE	TRUE	0.214899734974415	0.985038009172263	41	711	0.00895735437100506	1.02946043542592	16.3110617461136	409.046596109954	4e+06	218
20220601 181251	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	44	TRUE	TRUE	0.234438854883647	0.667070527854325	12	356	0.0402356387880204	0.0543740534639474	0.277209526191227	347.331982739917	6252000	219
20220601 181412	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	985	TRUE	TRUE	0.1633488877399	0.286157356478765	7995	802	0.0483496764153614	28.1466940724829	21.6938690456985	0.26049591077254	9647000	220
20220601 181458	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	467	TRUE	TRUE	0.200004437258914	0.200354741652359	7991	975	0.0438159496535287	27.6110299576941	25.9478241542762	0.380811266503153	6850000	221
20220601 181519	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	64	TRUE	TRUE	0.144578510211316	0.580863417115648	120	741	0.0459212827677128	50.6245093951031	8.00457174317779	0.5802604797703	5454000	222
20220601 181553	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	373	TRUE	TRUE	0.299622424766108	0.358526118282948	8000	1014	0.0461520713695514	71.6952974229286	11.6426364346723	846.009645903478	1852000	223
20220601 181631	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	424	TRUE	TRUE	0.218257671523111	0.604716303036104	1893	675	0.0150125984383502	37.5537796488212	99.4997064281548	0.950343210873825	8032000	224
20220601 181706	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.0070497930439281	0.873043067463331	4395	84	0.0489683851046798	76.3065044143861	11.3259634122123	320.373289772195	10242000	225
20220601 181720	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	119	TRUE	TRUE	0.190671692866842	0.966096162787043	2150	17	0.0223057907802317	1.23941298788018	0.0329875687232037	865.401492459945	-6738000	226
20220601 181805	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	4	TRUE	TRUE	0.00704718152370911	0.80316215475987	6502	19	0.0364413147118033	65.6877082241875	9.34309323846096	31.8403256499604	9934000	227
20220601 181914	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	6	TRUE	TRUE	0.00704988389718744	0.255648187955121	138	979	0.0492449992531549	15.5245322915117	18.7672688407406	27.7166855466494	10925000	228
20220601 182010	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	587	TRUE	TRUE	0.166712097609612	0.57502887314245	6624	808	0.047912825825826	62.234456853916	37.9137905388923	0.536962834059206	8073000	229
20220601 182041	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	310	TRUE	TRUE	0.18243658204563	0.887749422209458	2069	1024	0.0471985702014463	29.4423009524922	58.3510224502011	0.181271969501416	9692000	230
20220601 182111	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	296	TRUE	TRUE	0.185978525938224	0.999156797473783	1710	801	0.035483238325688	60.5053337479778	54.633495008426	0.17604781754424	8584000	231
20220601 182128	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	31	103	TRUE	TRUE	0.299986503299573	0.273745404839483	289	36	0.0497378035722156	85.8933402453297	6.55433428914904	1.07352528103673	5119000	232
