Feature	Gain	Cover	Frequency
ctrx_quarter	0.190645099271406	0.0383014404814409	0.0336619204089084
cpayroll_trx	0.0822177941036751	0.0322365712724395	0.0102227090178897
mpasivos_margen	0.0819803990326881	0.0255440605821604	0.0275282949981745
mpayroll	0.0563314023431236	0.0484657971907892	0.0208835341365462
mcaja_ahorro	0.0467742391403917	0.0197370436202694	0.0269441401971522
mtarjeta_visa_consumo	0.0457345422614417	0.017847364661	0.0208835341365462
mcuentas_saldo	0.029841060838673	0.0356733386295156	0.0369477911646586
mprestamos_personales	0.0283782597804152	0.033376032439976	0.0151150054764513
mactivos_margen	0.02794162636841	0.0284566497808129	0.0289156626506024
mrentabilidad_annual	0.0273713676006874	0.0348685361921185	0.0402336619204089
Visa_msaldototal	0.0244057123897604	0.0199513435411838	0.02635998539613
Visa_msaldopesos	0.0200172091856969	0.020725283244643	0.025337714494341
Master_fechaalta	0.0187575658972745	0.0353384608249711	0.033442862358525
ctarjeta_visa_trx	0.0181960443563248	0.00852991949988905	0.0107338444687842
chomebanking_trx	0.0150636192369744	0.0204802159122416	0.0257028112449799
Visa_fechaalta	0.0129962158018302	0.0181919202028135	0.0262139466958744
mrentabilidad	0.0126701356769577	0.0180722018935668	0.0259948886454911
cliente_edad	0.0126212602427147	0.0290849217281266	0.0308871851040526
mcomisiones_otras	0.0120881524393944	0.0121440167177786	0.0194961664841183
numero_de_cliente	0.0119469868851551	0.016295503451345	0.0241694048922965
Visa_Fvencimiento	0.0111339344124788	0.0137223106758824	0.0217597663380796
Master_Fvencimiento	0.0109086179695783	0.0268754409624948	0.0240233661920409
mcaja_ahorro_dolares	0.0108149942134995	0.0264046935463804	0.0271631982475356
mcuenta_corriente	0.0104421565133982	0.0156224734324455	0.0170135085797736
mautoservicio	0.0101638953641907	0.015190819927535	0.0197882438846294
ctarjeta_visa_trx2	0.0101162047454044	0.00962517947963293	0.0127053669222344
cliente_antiguedad	0.00957313261264287	0.0147182898143533	0.0191310697334794
Visa_mpagominimo	0.00938068298895638	0.0131583144900915	0.0194961664841183
mcomisiones	0.00932727120455507	0.0112998511250615	0.017889740781307
Visa_mconsumospesos	0.00789125813586622	0.0100452253857213	0.0185469149324571
mtransferencias_recibidas	0.00711548703072215	0.0100902694246602	0.0154070828769624
