Feature	Gain	Cover	Frequency
Visa_mlimitecompra_delta1	0.000416805368231468	0.000595636150337088	0.0007617346536734
matm	0.000413797765078743	0.000956926419945644	0.00119951319026731
cpagomiscuentas	0.000408959888113894	0.00227626833610444	0.00128706889758609
Visa_Fvencimiento_delta1	0.000405890253949525	0.000346602681679218	0.00080551250733279
Visa_mfinanciacion_limite_delta1	0.000388427120538696	0.000730720225170395	0.000788001365869034
ccallcenter_trx_lag1	0.000382226627559558	0.00279255308925123	0.000744223512209643
thomebanking_delta1	0.000381133355473269	0.000835938648615922	0.000691690087818374
Visa_mpagosdolares_lag1	0.000378597690949751	0.00079645237875357	0.000849290360992181
matm_delta1	0.000365574136288773	0.00133285414134787	0.000936846068310963
catm_trx_lag1	0.000363269860619007	0.00260041186886051	0.0011207130536804
tcuentas_lag1	0.000362188965931903	0.0051099121282203	0.000595378809767715
tpaquete7	0.000355476054409043	0.00139195996899964	0.00023640040976071
mttarjeta_master_debitos_automaticos	0.000355250685668324	0.00295270132222219	0.000814268078064669
ctarjeta_master_trx	0.000345158247351405	0.00352538255851474	0.00117324647807167
cprestamos_personales_lag1	0.000343545136240611	0.000899592912355968	0.00056911209757208
tmobile_app	0.000341497732073594	0.00026508201502237	0.000735467941477765
Visa_msaldodolares	0.000331943430000498	0.000903572678942066	0.000849290360992181
mttarjeta_master_debitos_automaticos_lag1	0.00033046140673698	0.00123893290715238	0.000682934517086496
Visa_mconsumototal	0.000321956646106031	0.00025250313456084	0.000674178946354618
cseguro_accidentes_personales_lag1	0.000310441015674894	0.000466664237731881	0.000542845385376446
Visa_msaldodolares_delta1	0.000306360856961832	0.00201175046759952	0.0007617346536734
tcallcenter_lag1	0.000304683023021459	0.000906096044449405	0.000446534107325786
Master_mlimitecompra_delta1	0.000304229976077792	0.000827744840167555	0.00052533424391269
mcaja_ahorro_adicional_lag1	0.000300528105277162	0.00343216192698579	0.000647912234158984
Master_Fvencimiento_delta1	0.000298362555212672	0.000178679821284139	0.000612889951231471
Master_cconsumos_delta1	0.000298098608153761	0.000590431574821875	0.000647912234158984
Visa_mpagado_lag1	0.000294766055089591	0.000938264585004777	0.000639156663427105
ccajas_otras_delta1	0.000294384954607516	0.000867309687306764	0.000166355843905685
Visa_fechaalta_delta1	0.000279113442886779	0.000365856184349628	0.000604134380499593
Visa_mconsumototal_lag1	0.000274980194960695	0.000240807386030424	0.000507823102448933
cextraccion_autoservicio_delta1	0.000264357129062818	0.000961101748125168	0.000647912234158984
mforex_sell	0.000261057795106361	0.0009400589067044	0.000551600956108324
mcaja_ahorro_adicional	0.000259978888730905	0.00233533675330635	0.000437778536593908
catm_trx	0.000259900300955813	0.00131887474550009	0.00066542337562274
mtarjeta_master_consumo_delta1	0.000259736422896828	0.00158263620230672	0.000560356526840202
